rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year,source_file
42,spotify:track:4TOmcZvw0gHa7GiXRbcYAW,"Feid, Justin Quiles",PORFA,JP Entertainment (Jorge Pino),1,41,43,207577,CO,Colombia,Q4,2020,merged_data_2020.csv
43,spotify:track:6qXKkWIJlEYgWOvvnaHVms,"Feid, Ñejo",FERXXO X ÑEJO,JP Entertainment (Jorge Pino),36,44,4,203791,CO,Colombia,Q4,2020,merged_data_2020.csv
44,spotify:track:5cBrOhKDyiJF9bPGUHKkG0,Dalex,+Linda,Rich Music,33,40,14,202042,CO,Colombia,Q4,2020,merged_data_2020.csv
45,spotify:track:3kml9ZdpT7UYk1ugkjqOzt,"Daddy Yankee, Anuel AA, Kendo Kaponi",Don Don,El Cartel Records,40,47,4,197297,CO,Colombia,Q4,2020,merged_data_2020.csv
46,spotify:track:5DoLhdU27owX1NMrKLUbUl,"Super Yei, Sammy, Jone Quest, Towy, Osquel, Beltito, Sammy & Falsetto",Lean,Superiority,46,46,11,196249,CO,Colombia,Q4,2020,merged_data_2020.csv
47,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,N&E Entertainment LLC,19,38,22,195746,CO,Colombia,Q4,2020,merged_data_2020.csv
48,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,2,53,67,185267,CO,Colombia,Q4,2020,merged_data_2020.csv
49,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,UMLE - Latino,3,54,39,178164,CO,Colombia,Q4,2020,merged_data_2020.csv
50,spotify:track:4Ws314Ylb27BVsvlZOy30C,BLACKPINK,Lovesick Girls,YG Entertainment/Interscope Records,50,-1,1,172741,CO,Colombia,Q4,2020,merged_data_2020.csv
1,spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,Apache 207,Roller,Four Music Local,1,1,20,4090983,DE,Germany,Q1,2020,merged_data_2020.csv
2,spotify:track:0sf12qNH5qcw8qpgymFOqD,The Weeknd,Blinding Lights,Republic Records,2,4,6,3490894,DE,Germany,Q1,2020,merged_data_2020.csv
3,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),2,2,23,3162237,DE,Germany,Q1,2020,merged_data_2020.csv
4,spotify:track:2LgsKzO8lCeXk0TMd9veWW,Gzuz,Vor der Tür,187 Strassenbande,3,3,3,2557434,DE,Germany,Q1,2020,merged_data_2020.csv
5,spotify:track:1E1YyZjbteIz2XQyLvtRxD,"The Cratez, Bausa, Maxwell, Joshi Mizu",Skifahren,RBK,3,6,8,2550241,DE,Germany,Q1,2020,merged_data_2020.csv
6,spotify:track:1B89LtaW92jj4AqT7OZ0Fj,"Nimo, Hava",KEIN SCHLAF,Urban,1,5,5,2520190,DE,Germany,Q1,2020,merged_data_2020.csv
7,spotify:track:2RaKlveGCllSaXloN8kmzV,RIN,Alien,GOLD LEAGUE/DIVISION,7,13,5,2286508,DE,Germany,Q1,2020,merged_data_2020.csv
8,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,Trevor Daniel,Falling,Alamo,8,11,8,2248060,DE,Germany,Q1,2020,merged_data_2020.csv
9,spotify:track:0C6NMPWYqsLIuuYSNP8KqE,"The Cratez, RAF Camora",Maschine,RBK,9,-1,1,2247365,DE,Germany,Q1,2020,merged_data_2020.csv
10,spotify:track:2PGA1AsJal6cyMNmKyE56q,Apache 207,200 km/h,Four Music Local,2,7,16,2190187,DE,Germany,Q1,2020,merged_data_2020.csv
11,spotify:track:6dNB3XdAzx7kTf5wa8Rg89,Apache 207,Wieso tust Du dir das an?,Four Music Local,1,8,12,2164202,DE,Germany,Q1,2020,merged_data_2020.csv
12,spotify:track:76IVpz47q3ghkxoUeTTEKb,Samra,COLT,Urban,2,10,5,2135994,DE,Germany,Q1,2020,merged_data_2020.csv
13,spotify:track:4OVF6uwZlMOSlZmHDnwliX,"RIN, Bausa",Keine Liebe,GOLD LEAGUE/DIVISION,3,12,12,2070715,DE,Germany,Q1,2020,merged_data_2020.csv
14,spotify:track:6LcauUZjF1eXQrgqMUecHX,Tyga,Ayy Macarena,Columbia/Last Kings Records,9,9,8,2003631,DE,Germany,Q1,2020,merged_data_2020.csv
15,spotify:track:67ojvEGRPAUCOohuMPqoRC,"Capital Bra, Samra, LEA",110,Urban,1,14,16,1961868,DE,Germany,Q1,2020,merged_data_2020.csv
16,spotify:track:6Y7ZEVr7lgO8FKGk2vZ2hi,Ufo361,Nur zur Info,Stay High,12,15,3,1853941,DE,Germany,Q1,2020,merged_data_2020.csv
17,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,Ministry of Sound Recordings,12,17,21,1762899,DE,Germany,Q1,2020,merged_data_2020.csv
18,spotify:track:26FNTVsgF4m31xvDgFfhGW,Loredana,Mit Dir,Loredana,8,16,3,1714359,DE,Germany,Q1,2020,merged_data_2020.csv
19,spotify:track:696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,Arizona Zervas,18,18,10,1700096,DE,Germany,Q1,2020,merged_data_2020.csv
20,spotify:track:41L3O37CECZt3N7ziG2z7l,Justin Bieber,Yummy,RBMG/Def Jam,20,-1,1,1697811,DE,Germany,Q1,2020,merged_data_2020.csv
21,spotify:track:3Dkfcd3DbXGVmM05KCRuFA,"Kianush, PA Sports",CASINO ROYAL,Life Is Pain,21,26,5,1660671,DE,Germany,Q1,2020,merged_data_2020.csv
22,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Warner Records,19,19,10,1648051,DE,Germany,Q1,2020,merged_data_2020.csv
23,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Craft Recordings,22,22,8,1647045,DE,Germany,Q1,2020,merged_data_2020.csv
24,spotify:track:3uhTOxvu2h2YEm0uPNF2vi,Apache 207,Doch in der Nacht,Four Music Local,6,20,11,1597632,DE,Germany,Q1,2020,merged_data_2020.csv
25,spotify:track:2u8AXJyk8pICzj2wyPBL0b,"Sido, Apache 207",2002,Urban,5,21,15,1590221,DE,Germany,Q1,2020,merged_data_2020.csv
26,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,Alamo,15,25,17,1468858,DE,Germany,Q1,2020,merged_data_2020.csv
27,spotify:track:3uTiW4Tjt6FqSPRYNgzW5t,Nimo,KARMA,Urban,2,24,10,1435504,DE,Germany,Q1,2020,merged_data_2020.csv
28,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,Darkroom/Interscope Records,12,30,8,1421780,DE,Germany,Q1,2020,merged_data_2020.csv
29,spotify:track:07f2b3CTdgKKlhv0mqUksz,"Juju, Henning May",Vermissen (feat. Henning May),JINX,1,28,36,1419125,DE,Germany,Q1,2020,merged_data_2020.csv
30,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,28,34,16,1289038,DE,Germany,Q1,2020,merged_data_2020.csv
31,spotify:track:0qaWEvPkts34WF68r8Dzx9,"Riton, Oliver Heldens, Vula",Turn Me On (feat. Vula),Ministry of Sound Recordings,23,23,11,1286696,DE,Germany,Q1,2020,merged_data_2020.csv
32,spotify:track:7CHi4DtfK4heMlQaudCuHK,"MEDUZA, Becky Hill, Goodboys",Lose Control,Intercord,32,32,12,1257380,DE,Germany,Q1,2020,merged_data_2020.csv
33,spotify:track:6cy3ki60hLwimwIje7tALf,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),Epic/We The Best,29,29,11,1243114,DE,Germany,Q1,2020,merged_data_2020.csv
34,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,34,108,2,1210619,DE,Germany,Q1,2020,merged_data_2020.csv
35,spotify:track:2M39v73rNJmAXUXIW0oagP,Capital Bra,Der Bratan bleibt der gleiche,Bra Musik,1,27,6,1195715,DE,Germany,Q1,2020,merged_data_2020.csv
36,spotify:track:3Zigq1lfHmFRlyoRrh9k2s,Apache 207,Kein Problem,Four Music Local,17,35,35,1189621,DE,Germany,Q1,2020,merged_data_2020.csv
37,spotify:track:1lht8jb3c6rEiVaqX94enH,Jerome,Light,Kontor Records,33,33,13,1186753,DE,Germany,Q1,2020,merged_data_2020.csv
38,spotify:track:0Dlcu2fgHklOnajVu2dUNU,"Capital Bra, Samra",Tilidin,Urban,1,37,29,1159750,DE,Germany,Q1,2020,merged_data_2020.csv
39,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,3,31,41,1140726,DE,Germany,Q1,2020,merged_data_2020.csv
40,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,16,40,19,1132108,DE,Germany,Q1,2020,merged_data_2020.csv
41,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,27,39,53,1114358,DE,Germany,Q1,2020,merged_data_2020.csv
42,spotify:track:3yOlyBJuViE2YSGn3nVE1K,"Camila Cabello, DaBaby",My Oh My (feat. DaBaby),Syco Music/Epic,42,45,5,1090895,DE,Germany,Q1,2020,merged_data_2020.csv
43,spotify:track:2B1hRfTwS9HtP1MxAma1nu,"Nimo, Luciano",STAR,Urban,34,36,3,1083759,DE,Germany,Q1,2020,merged_data_2020.csv
44,spotify:track:0WFgtxiLNr99YaoSdYR3Ud,"The Cratez, Bonez MC",Honda Civic,RBK,4,44,15,1080330,DE,Germany,Q1,2020,merged_data_2020.csv
45,spotify:track:0PEwVF6TStGXMTnQMAk9kl,Apache 207,Sex mit dir,Four Music Local,9,43,11,1043094,DE,Germany,Q1,2020,merged_data_2020.csv
46,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,1,38,29,1026313,DE,Germany,Q1,2020,merged_data_2020.csv
47,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,Cactus Jack/Epic,8,50,14,983747,DE,Germany,Q1,2020,merged_data_2020.csv
48,spotify:track:1xdj09kwlmFmVONYaYyNsY,"The Cratez, Kontra K, Luciano",Himmel grau,RBK,9,47,5,966171,DE,Germany,Q1,2020,merged_data_2020.csv
49,spotify:track:1y4uzhemSbfya50s7D2Fr3,"Kianush, PA Sports",STREIT MIT DEM MOND,Life Is Pain,49,-1,1,963691,DE,Germany,Q1,2020,merged_data_2020.csv
50,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,Selena Gomez,Lose You To Love Me,Interscope Records,11,55,12,960104,DE,Germany,Q1,2020,merged_data_2020.csv
1,spotify:track:3UE1ojFN1y0GybCNSyKGdK,Shindy,What's Luv,Sony Music/Friends with Money,1,-1,1,3682320,DE,Germany,Q2,2020,merged_data_2020.csv
2,spotify:track:127QTOFJsJQp5LbJbu3A1y,Drake,Toosie Slide,OVO,2,-1,1,3557633,DE,Germany,Q2,2020,merged_data_2020.csv
3,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,2,3,19,3429364,DE,Germany,Q2,2020,merged_data_2020.csv
4,spotify:track:719aY5gAzJbx2PHjyalZQu,"Zuna, Loredana, SRNO",Du bist mein,KMN Gang,1,1,2,3397839,DE,Germany,Q2,2020,merged_data_2020.csv
5,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Craft Recordings,4,7,21,3214307,DE,Germany,Q2,2020,merged_data_2020.csv
6,spotify:track:3H7ihDc1dqLriiWXwsc2po,"Topic, A7S",Breaking Me,Intercord,5,9,14,2556697,DE,Germany,Q2,2020,merged_data_2020.csv
7,spotify:track:4n0Ke1KJsPHvd7xRoU29E2,"Dardan, Monet192",H <3 T E L,Hypnotize Entertainment,1,5,3,2522631,DE,Germany,Q2,2020,merged_data_2020.csv
8,spotify:track:2TrhpvxwuF6hrboTdRXwnS,Ufo361,Allein sein,Stay High,2,2,2,2507898,DE,Germany,Q2,2020,merged_data_2020.csv
9,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),2,10,36,2191464,DE,Germany,Q2,2020,merged_data_2020.csv
10,spotify:track:0gThlZWwZWkDqRKGOz2CN1,Symba,Angels Sippen,SME - Symba,10,20,2,2169523,DE,Germany,Q2,2020,merged_data_2020.csv
11,spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,Apache 207,Roller,Four Music Local,1,11,33,2029022,DE,Germany,Q2,2020,merged_data_2020.csv
12,spotify:track:7vgv8KZBSo0TPzyIWG9yzV,Ava Max,Salt,Atlantic Records,12,16,8,2026778,DE,Germany,Q2,2020,merged_data_2020.csv
13,spotify:track:61ZM92T2zaXIVsqncThQzC,"Robin Schulz, Alida",In Your Eyes (feat. Alida),WM Germany,12,12,13,2006838,DE,Germany,Q2,2020,merged_data_2020.csv
14,spotify:track:14P8s5aiDr32gcQ5ESaYBO,Kontra K,Puste sie weg,BMG Rights Management GmbH,4,4,2,1963996,DE,Germany,Q2,2020,merged_data_2020.csv
15,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,15,17,7,1961115,DE,Germany,Q2,2020,merged_data_2020.csv
16,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,11,14,15,1874458,DE,Germany,Q2,2020,merged_data_2020.csv
17,spotify:track:3eZW9A7HaDmkyFyUlqIUM5,"Farid Bang, 18 Karat, AK AUSSERKONTROLLE",LOCO (feat. 18 Karat & AK Ausserkontrolle),Farid Bang II/WM Germany,17,-1,1,1810967,DE,Germany,Q2,2020,merged_data_2020.csv
18,spotify:track:4K9BEykCbkN1y0by5VAruR,KAYEF,Ich würd' lügen,Kayef Media,18,-1,1,1801614,DE,Germany,Q2,2020,merged_data_2020.csv
19,spotify:track:1KKooKZBpTAPVFjGvStjsa,Luciano,Trippin’,Urban,6,6,2,1685604,DE,Germany,Q2,2020,merged_data_2020.csv
20,spotify:track:62aP9fBQKYKxi7PDXwcUAS,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),Astralwerks,20,37,5,1588910,DE,Germany,Q2,2020,merged_data_2020.csv
21,spotify:track:1vZqDXhvyXAwSM8V6MU0N5,CÉLINE,Tränen aus Kajal,BTGS / A Million / Groove Attack,21,-1,1,1561419,DE,Germany,Q2,2020,merged_data_2020.csv
22,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,19,23,23,1543997,DE,Germany,Q2,2020,merged_data_2020.csv
23,spotify:track:1V7JaMp11LKGwKiVmSetf0,"Joker Bra, VIZE",Baby,Bra Musik,1,19,10,1530350,DE,Germany,Q2,2020,merged_data_2020.csv
24,spotify:track:1RMuMJhAQytXNprgnecK72,"Eno, Murda",Was machst du,Alles Oder Nix Records,24,-1,1,1529782,DE,Germany,Q2,2020,merged_data_2020.csv
25,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,"Nea, Felix Jaehn",Some Say - Felix Jaehn Remix,Milkshake,25,29,9,1473380,DE,Germany,Q2,2020,merged_data_2020.csv
26,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,26,38,8,1445524,DE,Germany,Q2,2020,merged_data_2020.csv
27,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,Physical,Warner Records,25,25,10,1424035,DE,Germany,Q2,2020,merged_data_2020.csv
28,spotify:track:78qd8dvwea0Gosb6Fe6j3k,Doja Cat,Boss Bitch,Atlantic Records,28,45,5,1416353,DE,Germany,Q2,2020,merged_data_2020.csv
29,spotify:track:6xMBPfgaEQKshwp7oYrtP4,"AK AUSSERKONTROLLE, Shindy",Hood,XY Records & Vertigo Berlin,8,8,2,1396590,DE,Germany,Q2,2020,merged_data_2020.csv
30,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,"BENEE, Gus Dapperton",Supalonely,Republic Records,26,31,5,1392308,DE,Germany,Q2,2020,merged_data_2020.csv
31,spotify:track:29Rfso2W1pERTuboGe3avy,"Azzi Memo, Nate57, Veysel, Sinan-G, Kool Savas, NKSN, Rola, Disarstar, Maestro, Hanybal, Celo & Abdi, Manuellsen, Silla, Credibil, Ali471, Milonair, Mortel, KEZ","Bist du wach? (Benefiz für Hanau) [feat. Nate57, Veysel, Sinan G, Kool Savas, NKSN, Rola, Disarstar, Maestro, Hanybal, Celo & Abdi, Manuellsen, Silla, Credibil, Ali471, Milonair, Mortel, KEZ]",WM Germany,31,-1,1,1382460,DE,Germany,Q2,2020,merged_data_2020.csv
32,spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,Alamo,8,27,21,1379277,DE,Germany,Q2,2020,merged_data_2020.csv
33,spotify:track:4PU3QFQOlTWnSnpDCIbQtO,Shindy,Sony Pictures,Sony Music/Friends with Money,33,-1,1,1369256,DE,Germany,Q2,2020,merged_data_2020.csv
34,spotify:track:3tSy9yUo0rb1LR61CS5O7l,"Soolking, MERO",Hayati,Universal Music Division Capitol Music France,6,15,3,1349673,DE,Germany,Q2,2020,merged_data_2020.csv
35,spotify:track:7N06jo3EnV792VFaG8vuW6,"Felix Jaehn, VIZE, Miss Li",Close Your Eyes,Intercord,22,33,16,1315706,DE,Germany,Q2,2020,merged_data_2020.csv
36,spotify:track:3R3rQ7FbTJdsi5She10YvI,"Loredana, Rymez",Angst,Loredana,1,22,5,1303018,DE,Germany,Q2,2020,merged_data_2020.csv
37,spotify:track:4VyJtzcNhnV9gPEgjYzI8L,"Samra, Capital Bra",Berlin,Urban,2,13,4,1294032,DE,Germany,Q2,2020,merged_data_2020.csv
38,spotify:track:3l72nWivgNKYMFC7OwMEO0,LEA,Treppenhaus,Four Music/Treppenhaus Records,29,34,5,1266681,DE,Germany,Q2,2020,merged_data_2020.csv
39,spotify:track:0X4hMHBj4Ra6h1tIQGl1CH,Tom Gregory,Fingertips,Kontor Records,39,52,5,1218772,DE,Germany,Q2,2020,merged_data_2020.csv
40,spotify:track:7ygVaACDENw4PgLbN1awFE,Apache 207,Matrix,Four Music Local,1,28,7,1208074,DE,Germany,Q2,2020,merged_data_2020.csv
41,spotify:track:1hoLUVBx0ixX3kn0EX0P5n,"Juju, Loredana, Miksu / Macloud",Kein Wort,JINX,1,30,12,1201925,DE,Germany,Q2,2020,merged_data_2020.csv
42,spotify:track:72EGc3ULtmj0oxT05PN6dw,"Longus Mongus, Monk, BHZ, Dead Dawg",Flasche Luft,BHZ,42,-1,1,1198416,DE,Germany,Q2,2020,merged_data_2020.csv
43,spotify:track:71d7wCcY5GdDZLfQ3LAzsu,CAPO,Cannabe,WM Germany,43,-1,1,1192461,DE,Germany,Q2,2020,merged_data_2020.csv
44,spotify:track:0JjM9bKm4wrwohMslcm892,"G-Eazy, Tory Lanez, Tyga",Still Be Friends (feat. Tory Lanez & Tyga),BPG/RVG/RCA Records,39,49,9,1149539,DE,Germany,Q2,2020,merged_data_2020.csv
45,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Surfaces,Sunday Best,"Surfaces Music / TenThousand Projects, LLC",41,41,8,1115583,DE,Germany,Q2,2020,merged_data_2020.csv
46,spotify:track:4HDCLYli2SUdkq9OjmvhSD,"PARTYNEXTDOOR, Rihanna",BELIEVE IT,OVO Sound,46,59,2,1110410,DE,Germany,Q2,2020,merged_data_2020.csv
47,spotify:track:2PGA1AsJal6cyMNmKyE56q,Apache 207,200 km/h,Four Music Local,2,43,29,1110241,DE,Germany,Q2,2020,merged_data_2020.csv
48,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,39,39,2,1102872,DE,Germany,Q2,2020,merged_data_2020.csv
49,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,Ministry of Sound Recordings,12,57,34,1066605,DE,Germany,Q2,2020,merged_data_2020.csv
50,spotify:track:55CHeLEfn5iJ0IIkgaa4si,Megan Thee Stallion,Savage,300 Entertainment,50,67,3,1042792,DE,Germany,Q2,2020,merged_data_2020.csv
1,spotify:track:57tck8MCxkY6tcQC6VhahR,Apache 207,Bläulich,Four Music Local,1,-1,1,8683442,DE,Germany,Q3,2020,merged_data_2020.csv
2,spotify:track:1xQ6trAsedVPCdbtDAmk0c,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),Columbia,2,2,4,4049839,DE,Germany,Q3,2020,merged_data_2020.csv
3,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,3,4,12,3641637,DE,Germany,Q3,2020,merged_data_2020.csv
4,spotify:track:6rc0vqoHYtF1J79fsIo9ia,Luciano,Nacht zu kurz,Urban,4,-1,1,3609054,DE,Germany,Q3,2020,merged_data_2020.csv
5,spotify:track:5CqkgDH8QZjSqqI3HmYxDD,Pashanim,Airwaves,Urban,2,3,8,3415287,DE,Germany,Q3,2020,merged_data_2020.csv
6,spotify:track:0p3euGPg5LgFeQGC7bBFuR,"Miksu / Macloud, Summer Cem, Luciano, Jamule",XXL,Futura,1,1,2,3302148,DE,Germany,Q3,2020,merged_data_2020.csv
7,spotify:track:0iqichhGnbEy9w6p4sytpW,"Bozza, Samra",Unbekannt,Def Jam Germany,7,-1,1,3071925,DE,Germany,Q3,2020,merged_data_2020.csv
8,spotify:track:2WOJ7D52Ng3myrKlEf4Azj,Bonez MC,Big Body Benz,187 Strassenbande & Vertigo/Capitol,1,5,3,2590940,DE,Germany,Q3,2020,merged_data_2020.csv
9,spotify:track:3yZCjDTxzZxx1kll1sRjGc,"Ufo361, CÉLINE",Emotions 2.0,Stay High,1,7,4,2502044,DE,Germany,Q3,2020,merged_data_2020.csv
10,spotify:track:0rqY8g1Y1zaA4YwU6vhBQg,Apache 207,Boot,Four Music Local,1,9,5,2493036,DE,Germany,Q3,2020,merged_data_2020.csv
11,spotify:track:17Jm0HKkU2Qh7K264pSSXW,"AK AUSSERKONTROLLE, Jugglerz",Gangster Queen,XY Records & Vertigo Berlin,11,-1,1,2371277,DE,Germany,Q3,2020,merged_data_2020.csv
12,spotify:track:5TGcyccg8Hkgn9jB7gUpMN,"VIZE, Tom Gregory",Never Let Me Down,Kontor Records,11,11,11,2297225,DE,Germany,Q3,2020,merged_data_2020.csv
13,spotify:track:6BXyD6UUPizpRpA7iOi99r,"AK AUSSERKONTROLLE, Bonez MC",In meinem Benz,XY Records & Vertigo Berlin,1,10,6,2282296,DE,Germany,Q3,2020,merged_data_2020.csv
14,spotify:track:4KfL3Ne8bc9bC2PUB8QGwA,"Capital Bra, Bozza",Ich weiß nicht mal wie sie heißt,URBAN,2,6,3,2255500,DE,Germany,Q3,2020,merged_data_2020.csv
15,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,2,13,32,2208441,DE,Germany,Q3,2020,merged_data_2020.csv
16,spotify:track:2MNXZRtPBskqyHtNTdKFjA,"JURI, Bushido",2003,BBM Records,16,-1,1,2195599,DE,Germany,Q3,2020,merged_data_2020.csv
17,spotify:track:0Jh40A8WJdGXwkEDgxhaKo,"Kynda Gray, RIN",Ayo Technology,GOLD LEAGUE/DIVISION,8,8,2,2117731,DE,Germany,Q3,2020,merged_data_2020.csv
18,spotify:track:3goH7O78TLkV9RhCAyM4AT,Apache 207,Fame,Four Music Local,1,12,9,2090117,DE,Germany,Q3,2020,merged_data_2020.csv
19,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Craft Recordings,4,14,34,2031275,DE,Germany,Q3,2020,merged_data_2020.csv
20,spotify:track:6bRR9tU3WUBsC4aywSgHEO,FOURTY,WEISSER RAUCH,Life Is Pain,14,15,16,2020238,DE,Germany,Q3,2020,merged_data_2020.csv
21,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,"Robin Schulz, Wes",Alane,WM Germany,19,19,3,1961090,DE,Germany,Q3,2020,merged_data_2020.csv
22,spotify:track:1EbdQ54jFLGEH94cUif3TI,"LEA, Capital Bra",7 Stunden,Four Music/Treppenhaus Records,10,16,6,1760429,DE,Germany,Q3,2020,merged_data_2020.csv
23,spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,Apache 207,Roller,Four Music Local,1,29,46,1681711,DE,Germany,Q3,2020,merged_data_2020.csv
24,spotify:track:51Of5p3lKZeOg6itfs4og4,twocolors,Lovefool,Intercord,24,32,6,1677666,DE,Germany,Q3,2020,merged_data_2020.csv
25,spotify:track:1WoM4mof0Nl1xPtwf6h6ow,"KC Rebell, Summer Cem",FLY,Banger Musik II/WM Germany,3,20,6,1650740,DE,Germany,Q3,2020,merged_data_2020.csv
26,spotify:track:3H7ihDc1dqLriiWXwsc2po,"Topic, A7S",Breaking Me,Intercord,5,25,27,1626051,DE,Germany,Q3,2020,merged_data_2020.csv
27,spotify:track:0BwO44CBPFWxAIO5ZbPf3N,Bonez MC,Roadrunner,187 Strassenbande & Vertigo/Capitol,1,22,7,1563069,DE,Germany,Q3,2020,merged_data_2020.csv
28,spotify:track:76nqCfJOcFFWBJN32PAksn,Ava Max,Kings & Queens,Atlantic Records,23,27,17,1535667,DE,Germany,Q3,2020,merged_data_2020.csv
29,spotify:track:1NP7bzm8UksJUWXsuFoOwE,Mark Forster,Übermorgen,Four Music Local,29,31,10,1499143,DE,Germany,Q3,2020,merged_data_2020.csv
30,spotify:track:6lU4BQWZomCWRfKSowfezE,Ufo361,Emotions,Stay High,1,24,11,1485445,DE,Germany,Q3,2020,merged_data_2020.csv
31,spotify:track:62aP9fBQKYKxi7PDXwcUAS,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),Astralwerks,11,28,18,1462049,DE,Germany,Q3,2020,merged_data_2020.csv
32,spotify:track:24IgCW19L8lXKyFZwzFtD3,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,Epic,28,30,12,1446380,DE,Germany,Q3,2020,merged_data_2020.csv
33,spotify:track:5t3TC43DVZko3bZEikzttd,"Fard, Kollegah, Asche",SINALOA,Ruhrpott Elite,33,-1,1,1422475,DE,Germany,Q3,2020,merged_data_2020.csv
34,spotify:track:5t3PF7pHuiwwLbNCJ8mn4N,Jamule,MedMen,Life Is Pain,11,23,3,1421043,DE,Germany,Q3,2020,merged_data_2020.csv
35,spotify:track:6ZbSeYlPiuY0dM8gi2EkLa,Sero El Mero,Lass Cruisen,Groove Attack TraX,35,-1,1,1397532,DE,Germany,Q3,2020,merged_data_2020.csv
36,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,36,40,12,1380702,DE,Germany,Q3,2020,merged_data_2020.csv
37,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,"Nea, Felix Jaehn",Some Say - Felix Jaehn Remix,Milkshake,24,35,22,1336744,DE,Germany,Q3,2020,merged_data_2020.csv
38,spotify:track:525GY0mXYnxajolwgS8Eaz,Lucky Luke,Cooler Than Me,Columbia/B1 Recordings,38,38,8,1323021,DE,Germany,Q3,2020,merged_data_2020.csv
39,spotify:track:466cKvZn1j45IpxDdYZqdA,Drake,Toosie Slide,OVO,1,34,14,1289545,DE,Germany,Q3,2020,merged_data_2020.csv
40,spotify:track:7y3rfxgBH9CjlpIALNsqr8,Ali471,E Coupé,Ali471,40,-1,1,1267087,DE,Germany,Q3,2020,merged_data_2020.csv
