rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year,source_file
4,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,Rimas Entertainment LLC,4,7,6,458787,CO,Colombia,Q2,2020,merged_data_2020.csv
5,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,UMLE - Latino,3,4,13,437040,CO,Colombia,Q2,2020,merged_data_2020.csv
6,spotify:track:2lCkncy6bIB0LTMT7kvrD1,J Balvin,Azul,UMLE - Latino,3,5,3,410962,CO,Colombia,Q2,2020,merged_data_2020.csv
7,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcángel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,2,10,17,374912,CO,Colombia,Q2,2020,merged_data_2020.csv
8,spotify:track:38RIEav39FGi86jppxO0du,"Bad Bunny, Sech",Ignorantes,Rimas Entertainment LLC,2,8,8,373071,CO,Colombia,Q2,2020,merged_data_2020.csv
9,spotify:track:41wtwzCZkXwpnakmwJ239F,Bad Bunny,Si Veo a Tu Mamá,Rimas Entertainment LLC,2,6,6,369554,CO,Colombia,Q2,2020,merged_data_2020.csv
10,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,TUSA - Karol G & Nicki Minaj,1,9,22,365871,CO,Colombia,Q2,2020,merged_data_2020.csv
11,spotify:track:7na7Bk98usp84FaOJFPv3d,Rauw Alejandro,Tattoo,"(SME US Latin) Duars Entertainment, Corp. (2)",11,14,8,363500,CO,Colombia,Q2,2020,merged_data_2020.csv
12,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,Rimas Entertainment LLC,4,12,6,326191,CO,Colombia,Q2,2020,merged_data_2020.csv
13,spotify:track:5pXy29xzxR3aTB0SYRI590,J Balvin,Blanco,UMLE - Latino,4,11,21,322738,CO,Colombia,Q2,2020,merged_data_2020.csv
14,spotify:track:3iQOfefMGDVDwo8dZoco8T,"Feid, Justin Quiles",PORFA,JP Entertainment (Jorge Pino),14,62,17,313303,CO,Colombia,Q2,2020,merged_data_2020.csv
15,spotify:track:2hsA9YWuF3C9Gosi4dpjJN,J Balvin,Negro,UMLE - Latino,7,15,3,307382,CO,Colombia,Q2,2020,merged_data_2020.csv
16,spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Rich Music,4,17,23,297666,CO,Colombia,Q2,2020,merged_data_2020.csv
17,spotify:track:0Snbzbd74RLfL0i4nn1vU5,Camilo,Favorito,Sony Music Latin,17,24,2,290702,CO,Colombia,Q2,2020,merged_data_2020.csv
18,spotify:track:1syf62zw48zu4FrPwMtDHk,J Balvin,Gris,UMLE - Latino,5,13,3,288035,CO,Colombia,Q2,2020,merged_data_2020.csv
19,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),3,18,30,287515,CO,Colombia,Q2,2020,merged_data_2020.csv
20,spotify:track:50ZC4PM7hywH27RcCfViau,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),Sony Music Latin,20,38,2,280415,CO,Colombia,Q2,2020,merged_data_2020.csv
21,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,16,16,23,273551,CO,Colombia,Q2,2020,merged_data_2020.csv
22,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,22,23,19,269119,CO,Colombia,Q2,2020,merged_data_2020.csv
23,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",14,22,9,262840,CO,Colombia,Q2,2020,merged_data_2020.csv
24,spotify:track:2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,Vete,Rimas Entertainment LLC,4,21,20,250581,CO,Colombia,Q2,2020,merged_data_2020.csv
25,spotify:track:69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",La Santa,Rimas Entertainment LLC,9,20,6,236661,CO,Colombia,Q2,2020,merged_data_2020.csv
26,spotify:track:6mAN61JH0dzyZpWslS11jy,"Rauw Alejandro, Farruko",Fantasias,"(SME US Latin) Duars Entertainment, Corp. (2)",2,25,32,234920,CO,Colombia,Q2,2020,merged_data_2020.csv
27,spotify:track:464uJVLmr0fDJGXOnciaDe,J Balvin,Rosa,UMLE - Latino,6,19,3,228013,CO,Colombia,Q2,2020,merged_data_2020.csv
28,spotify:track:4lMOQR1rRW5hJgJXOtKraL,Sech,Relación,Rich Music,28,-1,1,226508,CO,Colombia,Q2,2020,merged_data_2020.csv
29,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,2,26,41,216736,CO,Colombia,Q2,2020,merged_data_2020.csv
30,spotify:track:3OeYgrFYUOSyA3XOWBCaLS,Morat,Nunca Te Olvidé,Universal Music Spain S.L.,30,-1,1,202191,CO,Colombia,Q2,2020,merged_data_2020.csv
31,spotify:track:2w1rq80FIrbxeJy9WYURxw,"KAROL G, Anuel AA",Follow,UMLE - Latino,31,-1,1,201264,CO,Colombia,Q2,2020,merged_data_2020.csv
32,spotify:track:4R8BJggjosTswLxtkw8V7P,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,3,29,47,200473,CO,Colombia,Q2,2020,merged_data_2020.csv
33,spotify:track:0gWbAFRcUyZKdfUxEOuOiD,"Camilo, Evaluna Montaner",Por Primera Vez,Sony Music Latin,18,32,5,196713,CO,Colombia,Q2,2020,merged_data_2020.csv
34,spotify:track:2Y1EBfErprYwOlgluV9neb,"Feid, Manuel Turizo",BORRAXXA,JP Entertainment (Jorge Pino),7,30,8,191589,CO,Colombia,Q2,2020,merged_data_2020.csv
35,spotify:track:5VTTaqvgUN99gVpJp4ArxH,"KILATE TESLA, Puri",Mala Fama,Artsounds,31,53,7,191020,CO,Colombia,Q2,2020,merged_data_2020.csv
36,spotify:track:43NqTeL8pgBxKHPMiJKUP5,Myke Towers,Girl,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",8,31,11,187860,CO,Colombia,Q2,2020,merged_data_2020.csv
37,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,Rich Music,4,36,29,184203,CO,Colombia,Q2,2020,merged_data_2020.csv
38,spotify:track:6cy3ki60hLwimwIje7tALf,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),Epic/We The Best,1,34,26,184057,CO,Colombia,Q2,2020,merged_data_2020.csv
39,spotify:track:4GGwM2Krtlx9G9ii1RaEOx,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",Bellaquita (Remix),Rich Music,15,35,20,183654,CO,Colombia,Q2,2020,merged_data_2020.csv
40,spotify:track:5eEQCfq7MXQr6aHLNRUZLs,Anuel AA,Keii,"2020 Real Hasta La Muerte, LLC",10,37,9,175929,CO,Colombia,Q2,2020,merged_data_2020.csv
41,spotify:track:2ksOAxtIxY8yElEWw8RhgK,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,"2019 Real Hasta La Muerte, LLC.",1,42,38,173779,CO,Colombia,Q2,2020,merged_data_2020.csv
42,spotify:track:3HTbI3yUJQw3fP0Po8qLcD,"J Balvin, Sky Rompiendo",Verde,UMLE - Latino,10,27,3,172976,CO,Colombia,Q2,2020,merged_data_2020.csv
43,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,28,28,2,172139,CO,Colombia,Q2,2020,merged_data_2020.csv
44,spotify:track:3qM0vBxIe4VUbK0Z0smuVP,"JHAYCO, Anuel AA, J Balvin",Medusa,N&E Entertainment LLC,14,41,10,169116,CO,Colombia,Q2,2020,merged_data_2020.csv
45,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),NEON16/Interscope Records,2,45,33,166591,CO,Colombia,Q2,2020,merged_data_2020.csv
46,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,1,43,45,163876,CO,Colombia,Q2,2020,merged_data_2020.csv
47,spotify:track:2J9B63FawlTaPdg4eH5X03,Beéle,Loco,Hear This Music,3,44,34,161993,CO,Colombia,Q2,2020,merged_data_2020.csv
48,spotify:track:6C1jKbkCUgFws7M0M4oGCB,"Dalex, Sech",Mejor,Rich Music,20,39,9,159307,CO,Colombia,Q2,2020,merged_data_2020.csv
49,spotify:track:5zzbORcD0GwLY0wQHP1Xs1,"J Balvin, Mr Eazi",Arcoíris,UMLE - Latino,11,33,3,159249,CO,Colombia,Q2,2020,merged_data_2020.csv
50,spotify:track:5Xhqh4lwJPtMUTsdBztN1a,"Shakira, Anuel AA",Me Gusta,Sony Music Latin,12,46,13,158954,CO,Colombia,Q2,2020,merged_data_2020.csv
1,spotify:track:1mohfLaTJtB2RplHLQVM70,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,"2020 Flow La Movie, Inc. | Powered by GLAD Empire, LLC",1,6,10,456230,CO,Colombia,Q3,2020,merged_data_2020.csv
2,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,Sech,Relación,Rich Music,2,3,14,456096,CO,Colombia,Q3,2020,merged_data_2020.csv
3,spotify:track:380HmhwTE2NJgawn1NwkXi,J Balvin,Rojo,UMLE - Latino,1,2,19,426323,CO,Colombia,Q3,2020,merged_data_2020.csv
4,spotify:track:7lUdbnz7wsv3C9zzf4WHl9,"Feid, J Balvin, Maluma, Nicky Jam, Sech, Justin Quiles","PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",JP Entertainment (Jorge Pino),4,4,2,410841,CO,Colombia,Q3,2020,merged_data_2020.csv
5,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Linked Music / Dynamic Records / EMPIRE,5,13,4,402117,CO,Colombia,Q3,2020,merged_data_2020.csv
6,spotify:track:4TOmcZvw0gHa7GiXRbcYAW,"Feid, Justin Quiles",PORFA,JP Entertainment (Jorge Pino),1,1,30,391581,CO,Colombia,Q3,2020,merged_data_2020.csv
7,spotify:track:17A6MT3U1YKYsYpn3tOEpA,Greeicy,Los Consejos,UMLE - Latino,7,-1,1,377831,CO,Colombia,Q3,2020,merged_data_2020.csv
8,spotify:track:2lCkncy6bIB0LTMT7kvrD1,J Balvin,Azul,UMLE - Latino,3,5,16,350966,CO,Colombia,Q3,2020,merged_data_2020.csv
9,spotify:track:50ZC4PM7hywH27RcCfViau,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),Sony Music Latin,3,7,15,344701,CO,Colombia,Q3,2020,merged_data_2020.csv
10,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,Sony Music Latin,2,9,15,310795,CO,Colombia,Q3,2020,merged_data_2020.csv
11,spotify:track:6zEgnpM0qYmHLDnh8WPejL,J Balvin,Amarillo,UMLE - Latino,2,8,16,308676,CO,Colombia,Q3,2020,merged_data_2020.csv
12,spotify:track:7na7Bk98usp84FaOJFPv3d,Rauw Alejandro,Tattoo,"(SME US Latin) Duars Entertainment, Corp. (2)",5,10,21,299104,CO,Colombia,Q3,2020,merged_data_2020.csv
13,spotify:track:6QSu3mgC8kUYtEDoBBQcJG,Greeicy,Los Besos,UMLE - Latino,13,20,12,295240,CO,Colombia,Q3,2020,merged_data_2020.csv
14,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,UMLE - Latino,3,11,26,285288,CO,Colombia,Q3,2020,merged_data_2020.csv
15,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,2,12,19,275960,CO,Colombia,Q3,2020,merged_data_2020.csv
16,spotify:track:34LI7rwi9H8w2S5KTHnv1M,Manuel Turizo,Quiéreme Mientras Se Pueda,Sony Music Latin/La Industria,14,14,10,272356,CO,Colombia,Q3,2020,merged_data_2020.csv
17,spotify:track:6Hw21Z5CmEV78jrncFpMwz,Harry Nach,Tak Tiki Tak,Sony Music Entertainment Chile S.A,16,16,7,266237,CO,Colombia,Q3,2020,merged_data_2020.csv
18,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,12,15,32,265267,CO,Colombia,Q3,2020,merged_data_2020.csv
19,spotify:track:06s3QtMJVXw1AJX3UfvZG1,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,"2020 Real Hasta La Muerte, LLC",5,18,6,261669,CO,Colombia,Q3,2020,merged_data_2020.csv
20,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,TUSA - Karol G & Nicki Minaj,1,19,35,251585,CO,Colombia,Q3,2020,merged_data_2020.csv
21,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,Rimas Entertainment LLC,4,17,19,244961,CO,Colombia,Q3,2020,merged_data_2020.csv
22,spotify:track:3gD4J3RUHy4OUuZ3qAiaiG,Ozuna,Caramelo,Aura Music Corp.,22,29,4,238083,CO,Colombia,Q3,2020,merged_data_2020.csv
23,spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Rich Music,4,21,36,233884,CO,Colombia,Q3,2020,merged_data_2020.csv
24,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,N&E Entertainment LLC,19,24,9,224439,CO,Colombia,Q3,2020,merged_data_2020.csv
25,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcángel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,2,22,30,220669,CO,Colombia,Q3,2020,merged_data_2020.csv
26,spotify:track:6AzKhCHOms83jvNVLsz0Bt,"Aya Nakamura, Maluma",Djadja (feat. Maluma) - Remix,Rec. 118,26,26,4,220656,CO,Colombia,Q3,2020,merged_data_2020.csv
27,spotify:track:5EbtodsuLbxrFDH6j5avVS,"Camilo, Pablo Alborán",El Mismo Aire - con Pablo Alborán,Sony Music Latin,21,25,4,214117,CO,Colombia,Q3,2020,merged_data_2020.csv
28,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,2,23,54,210827,CO,Colombia,Q3,2020,merged_data_2020.csv
29,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),3,30,43,205195,CO,Colombia,Q3,2020,merged_data_2020.csv
30,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",14,28,22,203481,CO,Colombia,Q3,2020,merged_data_2020.csv
31,spotify:track:38RIEav39FGi86jppxO0du,"Bad Bunny, Sech",Ignorantes,Rimas Entertainment LLC,2,31,21,199266,CO,Colombia,Q3,2020,merged_data_2020.csv
32,spotify:track:5pXy29xzxR3aTB0SYRI590,J Balvin,Blanco,UMLE - Latino,4,27,34,198311,CO,Colombia,Q3,2020,merged_data_2020.csv
33,spotify:track:16uvds0iYqjEK8m5EGEdVd,"Feid, Manuel Turizo",BORRAXXA,JP Entertainment (Jorge Pino),7,32,21,194594,CO,Colombia,Q3,2020,merged_data_2020.csv
34,spotify:track:3eJMSq78dDaFb7VvhNFnq6,Maluma,ADMV,Sony Music Latin,25,37,11,190924,CO,Colombia,Q3,2020,merged_data_2020.csv
35,spotify:track:6mAN61JH0dzyZpWslS11jy,"Rauw Alejandro, Farruko",Fantasias,"(SME US Latin) Duars Entertainment, Corp. (2)",2,33,45,190250,CO,Colombia,Q3,2020,merged_data_2020.csv
36,spotify:track:4R8BJggjosTswLxtkw8V7P,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,3,34,60,186463,CO,Colombia,Q3,2020,merged_data_2020.csv
37,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,16,36,36,182907,CO,Colombia,Q3,2020,merged_data_2020.csv
38,spotify:track:5m3jpKkgkfoMcym1qjToFg,"Alex Rose, Rafa Pabön",Jangueo,Los Oidos Fresh/ Los Proximos,36,39,25,181118,CO,Colombia,Q3,2020,merged_data_2020.csv
39,spotify:track:2hsA9YWuF3C9Gosi4dpjJN,J Balvin,Negro,UMLE - Latino,7,35,16,180390,CO,Colombia,Q3,2020,merged_data_2020.csv
40,spotify:track:41wtwzCZkXwpnakmwJ239F,Bad Bunny,Si Veo a Tu Mamá,Rimas Entertainment LLC,2,38,19,180050,CO,Colombia,Q3,2020,merged_data_2020.csv
41,spotify:track:4SJHHpKhcuXwDsCsPqshXj,"Rauw Alejandro, Chencho Corleone",El Efecto,"Duars Entertainment, Corp.",35,40,23,177949,CO,Colombia,Q3,2020,merged_data_2020.csv
42,spotify:track:74j34STf8L6uADnTN69ohv,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,"(SME US Latin) Duars Entertainment, Corp. (2)",41,42,26,176528,CO,Colombia,Q3,2020,merged_data_2020.csv
43,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,Rimas Entertainment LLC,4,41,19,172924,CO,Colombia,Q3,2020,merged_data_2020.csv
44,spotify:track:5379uuUPHodsdVhy8pIAAr,"Cali Y El Dandee, Sebastian Yatra",Locura,Cali y El Dandee PS,31,44,9,167126,CO,Colombia,Q3,2020,merged_data_2020.csv
45,spotify:track:0pgj4EzB1XRqgZemoMNG5D,"Camilo, Evaluna Montaner",Por Primera Vez,Sony Music Latin,12,43,18,160183,CO,Colombia,Q3,2020,merged_data_2020.csv
46,spotify:track:0KkIkfsLEJbrcIhYsCL7L5,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,"2020 Real Hasta La Muerte, LLC",1,45,51,157312,CO,Colombia,Q3,2020,merged_data_2020.csv
47,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),NEON16/Interscope Records,2,46,46,156019,CO,Colombia,Q3,2020,merged_data_2020.csv
48,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Craft Recordings,45,50,16,155951,CO,Colombia,Q3,2020,merged_data_2020.csv
49,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,Rich Music,4,47,42,154452,CO,Colombia,Q3,2020,merged_data_2020.csv
50,spotify:track:1Ol5LmdNDNpFu1oNwfgkux,"Camilo, Pedro Capó",Tutu,Sony Music Latin,2,48,48,150502,CO,Colombia,Q3,2020,merged_data_2020.csv
1,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,1,1,10,1005718,CO,Colombia,Q4,2020,merged_data_2020.csv
2,spotify:track:73nAK3HgQK8dak83Y2WQ8F,Camilo,Vida de Rico,Sony Music Latin,2,3,3,712785,CO,Colombia,Q4,2020,merged_data_2020.csv
3,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Linked Music / Dynamic Records / EMPIRE,2,2,17,668036,CO,Colombia,Q4,2020,merged_data_2020.csv
4,spotify:track:0JAZWvvqttGFm4UMDsPQXC,"Ozuna, Camilo",Despeinada,Aura Music Corp.,4,9,5,597526,CO,Colombia,Q4,2020,merged_data_2020.csv
5,spotify:track:7x4ASXYEKfQBCewcZhK776,KAROL G,"Ay, DiOs Mío!",UMLE - Latino,2,4,13,596678,CO,Colombia,Q4,2020,merged_data_2020.csv
6,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,"Ozuna, J Balvin, Chencho Corleone",Una Locura,Aura Music Corp.,4,5,5,590218,CO,Colombia,Q4,2020,merged_data_2020.csv
7,spotify:track:35UUpTmrcFXNIVIN26ujXl,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,Rich Music,6,6,5,569914,CO,Colombia,Q4,2020,merged_data_2020.csv
8,spotify:track:4ZRrLHqzhGRXYj2qcB4s5S,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,Sony Music Latin/Duars Entertainment,2,7,13,555502,CO,Colombia,Q4,2020,merged_data_2020.csv
9,spotify:track:4RJz8NfIe09gpKMiRUWKhJ,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),Sony Music Latin,5,8,7,534152,CO,Colombia,Q4,2020,merged_data_2020.csv
10,spotify:track:15OjBeqNX3bShsGYQbteRv,Farruko,La Tóxica,Sony Music Latin,10,11,11,529903,CO,Colombia,Q4,2020,merged_data_2020.csv
11,spotify:track:6bvfJf4KjonPMuPfGfy3S2,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,"Flow La Movie, Inc.",1,10,23,467425,CO,Colombia,Q4,2020,merged_data_2020.csv
12,spotify:track:0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Universal Music Latino/ NEON16,2,12,11,440760,CO,Colombia,Q4,2020,merged_data_2020.csv
13,spotify:track:6fmQjRuo7XvRFCK2qex5hQ,Jerry Di,Mi Cuarto,Nacho,13,13,9,394756,CO,Colombia,Q4,2020,merged_data_2020.csv
14,spotify:track:1pqnQ41XbfKjaFu6M0eGJp,"Tainy, J Balvin",Agua (with J Balvin),NEON16/Interscope Records,1,14,13,380176,CO,Colombia,Q4,2020,merged_data_2020.csv
15,spotify:track:0cRgJuB6TRtb5RZ2HkjSLh,"Jowell & Randy, J Balvin",Anaranjado,Rimas Entertainment LLC.,11,16,12,358491,CO,Colombia,Q4,2020,merged_data_2020.csv
16,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,Sony Music Latin,2,19,28,355550,CO,Colombia,Q4,2020,merged_data_2020.csv
17,spotify:track:5Jm4w8jmPEBTLjI9vH4fXo,Ozuna,Caramelo,Aura Music Corp.,10,15,17,353123,CO,Colombia,Q4,2020,merged_data_2020.csv
18,spotify:track:380HmhwTE2NJgawn1NwkXi,J Balvin,Rojo,UMLE - Latino,1,21,32,342328,CO,Colombia,Q4,2020,merged_data_2020.csv
19,spotify:track:34LI7rwi9H8w2S5KTHnv1M,Manuel Turizo,Quiéreme Mientras Se Pueda,Sony Music Latin/La Industria,13,20,23,333856,CO,Colombia,Q4,2020,merged_data_2020.csv
20,spotify:track:7lUdbnz7wsv3C9zzf4WHl9,"Feid, J Balvin, Maluma, Nicky Jam, Sech, Justin Quiles","PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",JP Entertainment (Jorge Pino),4,17,15,333485,CO,Colombia,Q4,2020,merged_data_2020.csv
21,spotify:track:67jvGGbJmOmVonlyX3mNkV,"Ozuna, KAROL G, Myke Towers",Caramelo - Remix,Aura Music Corp.,16,18,8,331991,CO,Colombia,Q4,2020,merged_data_2020.csv
22,spotify:track:2lCkncy6bIB0LTMT7kvrD1,J Balvin,Azul,UMLE - Latino,3,22,29,320029,CO,Colombia,Q4,2020,merged_data_2020.csv
23,spotify:track:3GtnId3Cm1Xa6joCj08nzW,Justin Quiles,Jeans,WEA Latina,23,27,8,318155,CO,Colombia,Q4,2020,merged_data_2020.csv
24,spotify:track:19OXtYzrJyCrQvTbfukt4H,"Maluma, Myke Towers",Madrid (feat. Myke Towers),Sony Music Latin,14,24,7,298972,CO,Colombia,Q4,2020,merged_data_2020.csv
25,spotify:track:50ZC4PM7hywH27RcCfViau,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),Sony Music Latin,3,23,28,293006,CO,Colombia,Q4,2020,merged_data_2020.csv
26,spotify:track:5EbtodsuLbxrFDH6j5avVS,"Camilo, Pablo Alborán",El Mismo Aire - con Pablo Alborán,Sony Music Latin,17,25,17,292079,CO,Colombia,Q4,2020,merged_data_2020.csv
27,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,12,26,45,278902,CO,Colombia,Q4,2020,merged_data_2020.csv
28,spotify:track:11EnQRgRMJwMAesfkB5pnu,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),Shots Studios & Music/10:22pm/Interscope Records,28,36,4,271073,CO,Colombia,Q4,2020,merged_data_2020.csv
29,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,Sech,Relación,Rich Music,2,28,27,267064,CO,Colombia,Q4,2020,merged_data_2020.csv
30,spotify:track:3KvK89jd2onVdthF4hZNN4,"Mike Bahía, Llane, Pj Sin Suela, Mozart La Para",Cuenta Conmigo (feat. Mozart La Para),WM Mexico,21,29,11,265620,CO,Colombia,Q4,2020,merged_data_2020.csv
31,spotify:track:13vDU8nPsvTGEVTMB8Vw7g,"Aya Nakamura, Maluma",Djadja (feat. Maluma) - Remix,Rec. 118,16,30,17,250453,CO,Colombia,Q4,2020,merged_data_2020.csv
32,spotify:track:5JpUhPdInQTkknuw1wYoA1,"Andy Rivera, Zion & Lennox",La Oficial (Remix),Andy Rivera,18,31,9,241154,CO,Colombia,Q4,2020,merged_data_2020.csv
33,spotify:track:6QSu3mgC8kUYtEDoBBQcJG,Greeicy,Los Besos,UMLE - Latino,13,32,25,240237,CO,Colombia,Q4,2020,merged_data_2020.csv
34,spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Rich Music,4,34,49,238031,CO,Colombia,Q4,2020,merged_data_2020.csv
35,spotify:track:1cVlW9WQiGlFdWUXFdFZGh,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,WM Mexico,21,33,57,232243,CO,Colombia,Q4,2020,merged_data_2020.csv
36,spotify:track:0t1kP63rueHleOhQkYSXFY,BTS,Dynamite,BIGHIT MUSIC,21,42,7,230651,CO,Colombia,Q4,2020,merged_data_2020.csv
37,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcángel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,2,37,43,230537,CO,Colombia,Q4,2020,merged_data_2020.csv
38,spotify:track:4j3iq13kHs5PB94jdTp3Y3,Maluma,ADMV,Sony Music Latin,18,35,24,223019,CO,Colombia,Q4,2020,merged_data_2020.csv
39,spotify:track:06s3QtMJVXw1AJX3UfvZG1,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,"2020 Real Hasta La Muerte, LLC",5,45,19,219091,CO,Colombia,Q4,2020,merged_data_2020.csv
40,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,TUSA - Karol G & Nicki Minaj,1,39,48,218625,CO,Colombia,Q4,2020,merged_data_2020.csv
41,spotify:track:1bRpSCFv6P2OUhciByeRYR,"Alex Rose, Rafa Pabön",Jangueo,Los Oidos Fresh/ Los Proximos,35,48,38,207830,CO,Colombia,Q4,2020,merged_data_2020.csv
