rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year
11,spotify:track:4BCPItsB94KDLuERZT3aNM,"TINI, Lalo Ebratt",Fresa,5020 Records,1,9,18,1203335,AR,Argentina,Q1,2020
12,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcángel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,12,18,4,1127851,AR,Argentina,Q1,2020
13,spotify:track:2b6i9zx3ULzKrNWmyP0ePD,"John C, Neo Pistea, Bhavi, Trueno",C90 (Remix),Piloto Productions,10,11,3,1114107,AR,Argentina,Q1,2020
14,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),NEON16/Interscope Records,3,13,20,1108614,AR,Argentina,Q1,2020
15,spotify:track:4dqoJHdxf9Ez4DDqGh2PBc,"Fer Palacio, DJ Alex, Santiago Saez",Ya No Más,P2020,14,14,38,1092963,AR,Argentina,Q1,2020
16,spotify:track:2pWOMNQJW3g2zmGjP0Vkb0,"Nicky Jam, Anuel AA",Whine Up,Sony Music Latin,16,16,10,990887,AR,Argentina,Q1,2020
17,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,Rich Music,7,17,16,964170,AR,Argentina,Q1,2020
18,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,"Camilo, Pedro Capó",Tutu,Sony Music Latin,4,15,22,940662,AR,Argentina,Q1,2020
19,spotify:track:57kdZIOAaolxAjB67d2yU3,Duki,Goteo,SSJ Records / DALE PLAY Records,1,19,23,919152,AR,Argentina,Q1,2020
20,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,"Sech, Ozuna",Si Te Vas,Rich Music,5,20,15,916929,AR,Argentina,Q1,2020
21,spotify:track:37zdqI4r1gswIzczSBkRon,"Lunay, Anuel AA, Ozuna",Aventura,round2media - LaFamilia,12,22,11,905565,AR,Argentina,Q1,2020
22,spotify:track:1ndyl3wJCFs872XZ3ztPk6,"Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",WEA Latina,10,21,18,882178,AR,Argentina,Q1,2020
23,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,7,23,28,828782,AR,Argentina,Q1,2020
24,spotify:track:4R8BJggjosTswLxtkw8V7P,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,5,24,34,815889,AR,Argentina,Q1,2020
25,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,2,25,32,761648,AR,Argentina,Q1,2020
26,spotify:track:2rc7BkzO8qepMFAxHtOrXc,J Balvin,Blanco,UMLE - Latino,26,34,8,753700,AR,Argentina,Q1,2020
27,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,4,27,29,743116,AR,Argentina,Q1,2020
28,spotify:track:6bLvfGI2XeU5DTl8feuNrk,Ke Personajes,Cómo estás,Ke Personajes,26,26,25,740855,AR,Argentina,Q1,2020
29,spotify:track:2UAWYufVaO3EnUUNzl0ppO,WOS,CANGURO,DOGUITO Records / DALE PLAY Records,3,28,22,708312,AR,Argentina,Q1,2020
30,spotify:track:09nSCeCs6eYfAIJVfye1CE,"TINI, Sebastian Yatra",Oye,5020 Records,4,32,13,681905,AR,Argentina,Q1,2020
31,spotify:track:7BlBVFwvbWvcwNcUarQmjk,"ROSALÍA, Ozuna","Yo x Ti, Tu x Mi",Columbia,10,30,21,674030,AR,Argentina,Q1,2020
32,spotify:track:59s0s39NFWScuHDbHytI14,"Reik, J Balvin, Lalo Ebratt",Indeciso,Indeciso,22,33,20,671130,AR,Argentina,Q1,2020
33,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),round2media - LaFamilia,2,29,35,663601,AR,Argentina,Q1,2020
34,spotify:track:4bTZeO72FwMa6wKOiqoynL,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Otro Trago - Remix,Rich Music,2,31,24,644518,AR,Argentina,Q1,2020
35,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Warner Records,35,40,10,629508,AR,Argentina,Q1,2020
36,spotify:track:684EjRHwNsZQ9hCQxL4NYL,"Dímelo Flow, Nicky Jam, Sech, Farruko, Zion, Lunay","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Rich Music/Interscope Records,21,38,19,599617,AR,Argentina,Q1,2020
37,spotify:track:66YgptYp9124vxw9yFsIGn,Oscu,No Dijeron Nada,1.8M,26,35,4,599582,AR,Argentina,Q1,2020
38,spotify:track:07L6tEZIfCX3GZAWCpGj0e,"TINI, Greeicy",22,5020 Records,9,37,36,583424,AR,Argentina,Q1,2020
39,spotify:track:2qG5sZ7Si6sdK74qLxedYM,"ROSALÍA, J Balvin, El Guincho",Con Altura,Columbia,5,36,41,581162,AR,Argentina,Q1,2020
40,spotify:track:7anSoGdgtmJTAPZBzcPhO6,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",Cuaderno,Rich Music/Ingrooves Records,8,41,35,549617,AR,Argentina,Q1,2020
41,spotify:track:2S93hylQBYLndMnaJuso8S,"Bizarrap, Nicki Nicole","Nicki Nicole: Bzrp Music Sessions, Vol. 13/66",DALE PLAY Records,1,42,22,534352,AR,Argentina,Q1,2020
42,spotify:track:40rXWke6SnXiGkSmaT8ZUr,Ozuna,Fantasía,Aura Music Corp.,42,50,6,534292,AR,Argentina,Q1,2020
43,spotify:track:7g8YaUQABMal0zWe7a2ijz,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",Pa Mí (Remix),Rich Music/Ingrooves Records,1,45,48,524001,AR,Argentina,Q1,2020
44,spotify:track:5uHAzGa4d9j35DEbhUwGhi,WOS,MELÓN VINO,DOGUITO Records / DALE PLAY Records,7,44,18,523837,AR,Argentina,Q1,2020
45,spotify:track:08ilexedmUuccTWTeK7Dvb,"Bizarrap, John C","John C: Bzrp Music Sessions, Vol. 18/66",DALE PLAY Records,7,43,7,518849,AR,Argentina,Q1,2020
46,spotify:track:0wMs7DPFOnToNAoecvAFQc,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, De La Ghetto, Zion & Lennox",Uniforme,Rich Music,32,52,13,510788,AR,Argentina,Q1,2020
47,spotify:track:41L3O37CECZt3N7ziG2z7l,Justin Bieber,Yummy,RBMG/Def Jam,47,-1,1,510142,AR,Argentina,Q1,2020
48,spotify:track:7KbF6AdprOXEEHlsq11Z6d,Maluma,11 PM,Sony Music Latin,10,47,34,507772,AR,Argentina,Q1,2020
49,spotify:track:5iwz1NiezX7WWjnCgY5TH4,"Pedro Capó, Farruko",Calma - Remix,Sony Music Latin,1,49,62,500966,AR,Argentina,Q1,2020
50,spotify:track:5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez,WEA Latina,1,46,41,497251,AR,Argentina,Q1,2020
1,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,1,1,6,1511172,AR,Argentina,Q2,2020
2,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,Rimas Entertainment LLC,2,5,6,1356887,AR,Argentina,Q2,2020
3,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,TUSA - Karol G & Nicki Minaj,1,2,22,1226979,AR,Argentina,Q2,2020
4,spotify:track:7na7Bk98usp84FaOJFPv3d,Rauw Alejandro,Tattoo,"(SME US Latin) Duars Entertainment, Corp. (2)",2,3,7,1140818,AR,Argentina,Q2,2020
5,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcángel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,3,6,17,979518,AR,Argentina,Q2,2020
6,spotify:track:380HmhwTE2NJgawn1NwkXi,J Balvin,Rojo,UMLE - Latino,4,4,6,968549,AR,Argentina,Q2,2020
7,spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Rich Music,2,7,23,925403,AR,Argentina,Q2,2020
8,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",6,10,9,887602,AR,Argentina,Q2,2020
9,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),3,9,27,849405,AR,Argentina,Q2,2020
10,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,Rimas Entertainment LLC,4,8,6,834719,AR,Argentina,Q2,2020
11,spotify:track:0Snbzbd74RLfL0i4nn1vU5,Camilo,Favorito,Sony Music Latin,11,48,2,749632,AR,Argentina,Q2,2020
12,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,UMLE - Latino,9,11,13,743545,AR,Argentina,Q2,2020
13,spotify:track:38RIEav39FGi86jppxO0du,"Bad Bunny, Sech",Ignorantes,Rimas Entertainment LLC,5,13,8,729869,AR,Argentina,Q2,2020
14,spotify:track:0gWbAFRcUyZKdfUxEOuOiD,"Camilo, Evaluna Montaner",Por Primera Vez,Sony Music Latin,14,25,4,726754,AR,Argentina,Q2,2020
15,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,12,12,23,708596,AR,Argentina,Q2,2020
16,spotify:track:6mAN61JH0dzyZpWslS11jy,"Rauw Alejandro, Farruko",Fantasias,"(SME US Latin) Duars Entertainment, Corp. (2)",2,15,31,689145,AR,Argentina,Q2,2020
17,spotify:track:3iQOfefMGDVDwo8dZoco8T,"Feid, Justin Quiles",PORFA,JP Entertainment (Jorge Pino),17,62,14,686895,AR,Argentina,Q2,2020
18,spotify:track:50ZC4PM7hywH27RcCfViau,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),Sony Music Latin,18,51,2,682701,AR,Argentina,Q2,2020
19,spotify:track:6zEgnpM0qYmHLDnh8WPejL,J Balvin,Amarillo,UMLE - Latino,12,14,3,655834,AR,Argentina,Q2,2020
20,spotify:track:5vPtzdjJ9tm7XCoKDH22Gb,Maria Becerra,High,Big One,20,21,19,607824,AR,Argentina,Q2,2020
21,spotify:track:3DjInVTE03icrWsq2UZV9n,"TINI, Mau y Ricky",Recuerdo,5020 Records,8,17,13,593884,AR,Argentina,Q2,2020
22,spotify:track:2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,Vete,Rimas Entertainment LLC,7,18,20,589280,AR,Argentina,Q2,2020
23,spotify:track:2ACgvo2Kx4LgWqQ2amvM5C,"Agapornis, Hernan y La Champion's Liga, Lauro",Flasheaste Amor,Columbia,16,22,16,586964,AR,Argentina,Q2,2020
24,spotify:track:4gQG2Ic7hnJMAcqunk4ERT,"Fer Palacio, DJ Alex, Santiago Saez",Ya No Más,P2020,10,28,51,576179,AR,Argentina,Q2,2020
25,spotify:track:4VgYtXCVJ7IbWAZ5ryfvEQ,"Nicky Jam, Daddy Yankee",Muévelo,Sony Music Latin,6,16,13,575499,AR,Argentina,Q2,2020
26,spotify:track:7iZSr3NiHlqJGAJmlfd3Ru,El Dipy,ParTusa,MOJO MUSICA,7,19,9,567327,AR,Argentina,Q2,2020
27,spotify:track:3B30FE1ywQwRa5vcg2W1Zg,"Bizarrap, Don Patricio","Don Patricio: Bzrp Music Sessions, Vol. 25/66",DALE PLAY Records,22,24,3,562655,AR,Argentina,Q2,2020
28,spotify:track:16DNJ8y6k97DxuMyV49W7V,KHEA,Dónde Estás,Young Flex - Khea,18,20,10,561277,AR,Argentina,Q2,2020
29,spotify:track:4GGwM2Krtlx9G9ii1RaEOx,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",Bellaquita (Remix),Rich Music,7,26,20,552647,AR,Argentina,Q2,2020
30,spotify:track:41wtwzCZkXwpnakmwJ239F,Bad Bunny,Si Veo a Tu Mamá,Rimas Entertainment LLC,23,23,6,549438,AR,Argentina,Q2,2020
31,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,27,27,14,547248,AR,Argentina,Q2,2020
32,spotify:track:5eEQCfq7MXQr6aHLNRUZLs,Anuel AA,Keii,"2020 Real Hasta La Muerte, LLC",12,30,9,535192,AR,Argentina,Q2,2020
33,spotify:track:3tMNgcUfPEXTtG5vaaGi85,"Bizarrap, Lucho SSJ","Lucho SSJ: Bzrp Music Sessions, Vol. 26/66",DALE PLAY Records,33,-1,1,516411,AR,Argentina,Q2,2020
34,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Craft Recordings,34,49,4,507511,AR,Argentina,Q2,2020
35,spotify:track:6EWWkqE4aFlZRyoFwwOT8u,Javiielo,Pa Los Gustos Los Colores,Oye Saavedra / EMPIRE,18,31,13,506264,AR,Argentina,Q2,2020
36,spotify:track:69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",La Santa,Rimas Entertainment LLC,21,29,6,492152,AR,Argentina,Q2,2020
37,spotify:track:2w8SKQCnT2YQK1qCqKl2uW,"Lenny Tavárez, Justin Quiles",La Pared 360,WEA Latina,31,34,9,490053,AR,Argentina,Q2,2020
38,spotify:track:75mVUHbkXidxhYAiUpxDHi,"Ovy On The Drums, TINI",Ya no me llames,WEA Latina,35,35,2,455079,AR,Argentina,Q2,2020
39,spotify:track:2tGENA8xef0wABdHvyXwv9,"Lunay, Ozuna, Myke Towers, Chencho Corleone, Rauw Alejandro",La Cama (Remix),round2media - LaFamilia,39,60,2,454223,AR,Argentina,Q2,2020
40,spotify:track:4s45VgkknMFkdiGoUcjxQU,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",TBT,UMLE - Latino,39,39,7,447255,AR,Argentina,Q2,2020
41,spotify:track:5Xhqh4lwJPtMUTsdBztN1a,"Shakira, Anuel AA",Me Gusta,Sony Music Latin,18,42,13,437295,AR,Argentina,Q2,2020
42,spotify:track:49rFA0vfmY9Eel2cInKmTk,"Trueno, Taiu, ONIRIA, tatool",Atrevido,NEUEN,27,37,7,429969,AR,Argentina,Q2,2020
43,spotify:track:5pXy29xzxR3aTB0SYRI590,J Balvin,Blanco,UMLE - Latino,18,38,21,428614,AR,Argentina,Q2,2020
44,spotify:track:6itjKRbqPMmx9fo4PDlLhm,"Duki, Obie Wanshot",H.I.E.L.O.,SSJ Records / DALE PLAY Records,24,36,5,425048,AR,Argentina,Q2,2020
45,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,40,43,12,423187,AR,Argentina,Q2,2020
46,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,"Camilo, Pedro Capó",Tutu,Sony Music Latin,4,57,35,418461,AR,Argentina,Q2,2020
47,spotify:track:0RDgqtvOHLwcI6yz9bjsZV,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",Perreo en La Luna,Rich Music,10,46,26,416611,AR,Argentina,Q2,2020
48,spotify:track:2J9B63FawlTaPdg4eH5X03,Beéle,Loco,Hear This Music,48,65,13,416462,AR,Argentina,Q2,2020
49,spotify:track:6bLvfGI2XeU5DTl8feuNrk,Ke Personajes,Cómo estás,Ke Personajes,25,45,38,414859,AR,Argentina,Q2,2020
50,spotify:track:6C1jKbkCUgFws7M0M4oGCB,"Dalex, Sech",Mejor,Rich Music,34,40,9,405160,AR,Argentina,Q2,2020
1,spotify:track:1mohfLaTJtB2RplHLQVM70,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,"2020 Flow La Movie, Inc. | Powered by GLAD Empire, LLC",1,1,11,1632765,AR,Argentina,Q3,2020
2,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,Sech,Relación,Rich Music,2,2,14,1472756,AR,Argentina,Q3,2020
3,spotify:track:3gD4J3RUHy4OUuZ3qAiaiG,Ozuna,Caramelo,Aura Music Corp.,3,11,4,1209847,AR,Argentina,Q3,2020
4,spotify:track:6Hw21Z5CmEV78jrncFpMwz,Harry Nach,Tak Tiki Tak,Sony Music Entertainment Chile S.A,4,6,9,1123512,AR,Argentina,Q3,2020
5,spotify:track:50ZC4PM7hywH27RcCfViau,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),Sony Music Latin,4,4,15,1117716,AR,Argentina,Q3,2020
6,spotify:track:4TOmcZvw0gHa7GiXRbcYAW,"Feid, Justin Quiles",PORFA,JP Entertainment (Jorge Pino),2,3,27,1085596,AR,Argentina,Q3,2020
7,spotify:track:7MCFjPDImfjQv7GynHgVrR,Nicki Nicole,Colocao,Sony Music Latin/DALE PLAY Records,1,5,8,1055809,AR,Argentina,Q3,2020
8,spotify:track:06s3QtMJVXw1AJX3UfvZG1,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,"2020 Real Hasta La Muerte, LLC",7,7,6,993466,AR,Argentina,Q3,2020
9,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,Sony Music Latin,1,8,15,896849,AR,Argentina,Q3,2020
10,spotify:track:380HmhwTE2NJgawn1NwkXi,J Balvin,Rojo,UMLE - Latino,4,10,19,866902,AR,Argentina,Q3,2020
11,spotify:track:0SqqAgdovOE24BzxIClpjw,Bad Bunny,Yo Perreo Sola,Rimas Entertainment LLC,2,9,19,837728,AR,Argentina,Q3,2020
12,spotify:track:0OTtnwUO8natNWSwdZvXVF,"Ovy On The Drums, Beéle",Inolvidable,WEA Latina,6,12,22,829755,AR,Argentina,Q3,2020
13,spotify:track:7na7Bk98usp84FaOJFPv3d,Rauw Alejandro,Tattoo,"(SME US Latin) Duars Entertainment, Corp. (2)",2,13,20,789152,AR,Argentina,Q3,2020
14,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Linked Music / Dynamic Records / EMPIRE,14,46,3,769318,AR,Argentina,Q3,2020
15,spotify:track:2PKb7tFxkwMoS7Y6muOTAR,"Bizarrap, ZARAMAY","Zaramay: Bzrp Music Sessions, Vol. 31/66",DALE PLAY Records,15,-1,1,750479,AR,Argentina,Q3,2020
16,spotify:track:7lUdbnz7wsv3C9zzf4WHl9,"Feid, J Balvin, Maluma, Nicky Jam, Sech, Justin Quiles","PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",JP Entertainment (Jorge Pino),16,31,2,737682,AR,Argentina,Q3,2020
17,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,1,14,19,732254,AR,Argentina,Q3,2020
18,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,15,15,27,694788,AR,Argentina,Q3,2020
19,spotify:track:52zq2a71SGs3f1vJuv59ui,Juanfran,Como Llora,DN7 Music,18,18,11,681417,AR,Argentina,Q3,2020
20,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,17,17,17,661183,AR,Argentina,Q3,2020
21,spotify:track:4h7RYyJA1jVaURg3JO7T2y,"Alan Gomez, Jona Mix",La Jeepeta (Remix) [DJ Alan & Jona Mix Version],"Flow La Movie, Inc. | Powered by GLAD Empire, LLC",16,16,5,635951,AR,Argentina,Q3,2020
22,spotify:track:0hwEhPxCBLKiqeBMZavGAv,"LIT killah, Bizarrap",Flexin',WM Argentina,22,34,2,629333,AR,Argentina,Q3,2020
23,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",6,20,22,607473,AR,Argentina,Q3,2020
24,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,TUSA - Karol G & Nicki Minaj,1,21,35,592045,AR,Argentina,Q3,2020
25,spotify:track:0pgj4EzB1XRqgZemoMNG5D,"Camilo, Evaluna Montaner",Por Primera Vez,Sony Music Latin,7,19,17,585814,AR,Argentina,Q3,2020
26,spotify:track:2lCkncy6bIB0LTMT7kvrD1,J Balvin,Azul,UMLE - Latino,23,23,16,584429,AR,Argentina,Q3,2020
27,spotify:track:74j34STf8L6uADnTN69ohv,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,"(SME US Latin) Duars Entertainment, Corp. (2)",25,25,30,564837,AR,Argentina,Q3,2020
28,spotify:track:4w47S36wQGBhGg073q3nt7,"ROSALÍA, Travis Scott",TKN (feat. Travis Scott),Columbia,26,36,6,560970,AR,Argentina,Q3,2020
29,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,UMLE - Latino,9,22,26,548601,AR,Argentina,Q3,2020
30,spotify:track:5379uuUPHodsdVhy8pIAAr,"Cali Y El Dandee, Sebastian Yatra",Locura,Cali y El Dandee PS,23,28,9,535949,AR,Argentina,Q3,2020
31,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Craft Recordings,18,26,17,535460,AR,Argentina,Q3,2020
32,spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Rich Music,2,27,36,525089,AR,Argentina,Q3,2020
33,spotify:track:0qPbQWcqNDVrReSSvMoJxk,"Bizarrap, C.R.O","C.R.O: Bzrp Music Sessions, Vol. 29/66",DALE PLAY Records,2,24,8,519634,AR,Argentina,Q3,2020
34,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,12,29,36,509336,AR,Argentina,Q3,2020
35,spotify:track:56Ta1O7Jxxpjnc6cWdDKUo,"Reik, Farruko, Camilo",Si Me Dices Que Sí,Sony Music México,30,30,20,495362,AR,Argentina,Q3,2020
36,spotify:track:4gQG2Ic7hnJMAcqunk4ERT,"Fer Palacio, DJ Alex, Santiago Saez",Ya No Más,P2020,10,32,64,488955,AR,Argentina,Q3,2020
37,spotify:track:4uHDcZYy7kQxNY0IzxDy7w,Maria Becerra,Tú Me Lo Haces Fácil,300 Entertainment / Maria Becerra,37,-1,1,468735,AR,Argentina,Q3,2020
38,spotify:track:2J9B63FawlTaPdg4eH5X03,Beéle,Loco,Hear This Music,15,39,26,465925,AR,Argentina,Q3,2020
39,spotify:track:5vPtzdjJ9tm7XCoKDH22Gb,Maria Becerra,High,Big One,20,41,32,464060,AR,Argentina,Q3,2020
40,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,Rimas Entertainment LLC,4,33,19,462353,AR,Argentina,Q3,2020
41,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),3,38,40,461272,AR,Argentina,Q3,2020
42,spotify:track:38RIEav39FGi86jppxO0du,"Bad Bunny, Sech",Ignorantes,Rimas Entertainment LLC,5,37,21,452078,AR,Argentina,Q3,2020
43,spotify:track:2ACgvo2Kx4LgWqQ2amvM5C,"Agapornis, Hernan y La Champion's Liga, Lauro",Flasheaste Amor,Columbia,16,42,29,445525,AR,Argentina,Q3,2020
44,spotify:track:6AzKhCHOms83jvNVLsz0Bt,"Aya Nakamura, Maluma",Djadja (feat. Maluma) - Remix,Rec. 118,44,84,2,436219,AR,Argentina,Q3,2020
45,spotify:track:5m3jpKkgkfoMcym1qjToFg,"Alex Rose, Rafa Pabön",Jangueo,Los Oidos Fresh/ Los Proximos,40,45,19,434250,AR,Argentina,Q3,2020
46,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,26,40,17,429119,AR,Argentina,Q3,2020
47,spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcángel, Sech, Dímelo Flow",Sigues Con El,Rimas Entertainment LLC.,3,43,30,428177,AR,Argentina,Q3,2020
48,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,47,47,31,416720,AR,Argentina,Q3,2020
49,spotify:track:3EO0tGvdBCw6vdChaNvVlc,Cazzu,Bounce,UMLE - Latino,32,44,10,403274,AR,Argentina,Q3,2020
50,spotify:track:3VCo2tJEa1a8GDCvSIqwP0,"Bizarrap, Homer El Mero Mero","HOMER EL MERO MERO: Bzrp Music Sessions, Vol. 30/66",DALE PLAY Records,25,35,3,401211,AR,Argentina,Q3,2020
1,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,1,1,10,2815559,AR,Argentina,Q4,2020
2,spotify:track:3GtnId3Cm1Xa6joCj08nzW,Justin Quiles,Jeans,WEA Latina,2,2,8,2195764,AR,Argentina,Q4,2020
3,spotify:track:73nAK3HgQK8dak83Y2WQ8F,Camilo,Vida de Rico,Sony Music Latin,3,10,3,2149670,AR,Argentina,Q4,2020
