rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year
38,spotify:track:6ERI20r4GlgPI6ZDVLcGMO,Milo j,M.A.I,DALE PLAY Records,38,46,6,1262359,AR,Argentina,Q1,2024
39,spotify:track:1lSayCmr2lS6ndxELoabIG,"Big One, TINI, BM",Lágrimas | CROSSOVER #4,Fifty One,8,30,14,1245819,AR,Argentina,Q1,2024
40,spotify:track:7v7RTZrtBsoENSPD0SCMLy,"BM, Hernan y La Champion's Liga",DIME SI ERES FELIZ VOL.2,DALE PLAY Records / Wesaisons Records,21,34,19,1216850,AR,Argentina,Q1,2024
41,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,15,36,21,1175638,AR,Argentina,Q1,2024
42,spotify:track:7w7BrPbOjF5OxChs2dxFve,"Big One, Emilia, Callejero Fino",En La Intimidad | CROSSOVER #1,Fifty One,1,47,49,1145637,AR,Argentina,Q1,2024
43,spotify:track:6ZVLfXr015ogdhov4FW4pG,Emilia,IConic.mp3,Sony Music Latin,33,45,10,1135551,AR,Argentina,Q1,2024
44,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,41,29,1113756,AR,Argentina,Q1,2024
45,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,Rimas Entertainment LLC,8,37,13,1108878,AR,Argentina,Q1,2024
46,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,6,44,16,1100294,AR,Argentina,Q1,2024
47,spotify:track:2bNCiY24Eh4saMcc23bvUN,Maria Becerra,ADIÓS,300 Entertainment,4,42,57,1090238,AR,Argentina,Q1,2024
48,spotify:track:0iVcmJx7r74F7mTf7M6s0v,"DobleP, Lauty Gram, Gusty dj",Me Escapé,DALE PLAY Records / Wesaisons Records,31,43,15,1088747,AR,Argentina,Q1,2024
49,spotify:track:2df5CkXBJO7jTGXm54dFJy,"Emilia, LUDMILLA, ZECCA",No_se_ve.mp3,2023 WK Records,5,48,36,1057565,AR,Argentina,Q1,2024
50,spotify:track:6abr2lKyMZTy21gSPWm7aG,Ke Personajes,Entre Beso y Beso,Ke Personajes,35,39,19,1053088,AR,Argentina,Q1,2024
1,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris MJ",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,1,1,10,3562548,AR,Argentina,Q2,2024
2,spotify:track:4wS0TnQzVkY9ML1BPKpOk1,"Tiago PZK, Ke Personajes",Piel,WEA Latina,2,4,10,3401999,AR,Argentina,Q2,2024
3,spotify:track:5rQSQlZXXjMcevPGoAfE1z,"Salastkbron, Diel Paris",Un Besito Más,WEA Latina,3,3,4,3214410,AR,Argentina,Q2,2024
4,spotify:track:0GVPemmAwkXhFlYimhdDr3,"El Turko, Mandale Flow",30 Grados,FLOW BR,2,2,9,3052096,AR,Argentina,Q2,2024
5,spotify:track:0mJRX0WnqWlu8Boe7gpQ1P,"Salastkbron, Omar Varela",Tal Para Cual,WEA Latina,4,6,13,2955938,AR,Argentina,Q2,2024
6,spotify:track:7JKptWv4YXmievid0HajID,"Luck Ra, KHEA",HOLA PERDIDA,Sony Music Entertainment Chile S.A,1,5,14,2423011,AR,Argentina,Q2,2024
7,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,7,8,18,2290428,AR,Argentina,Q2,2024
8,spotify:track:1kqH58eGh2ZTOHwqBIB2tM,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),Mesita,1,7,14,2146773,AR,Argentina,Q2,2024
9,spotify:track:28ZVFl4CQhyRmBFpJXOpUY,TINI,pa,5020 Records,9,49,2,2140012,AR,Argentina,Q2,2024
10,spotify:track:4YntVuBqggRsASIbBoWT3F,"The La Planta, Luana",Mil Preguntas,TLP Records,10,10,5,1781392,AR,Argentina,Q2,2024
11,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,Myke Towers,LA FALDA,WEA Latina,11,13,20,1722907,AR,Argentina,Q2,2024
12,spotify:track:1TyBUtMxdmRfXhW3MmbxtQ,"Luck Ra, Abel Pintos",QUE ME FALTE TODO,Sony Music Entertainment Chile S.A,3,11,24,1637674,AR,Argentina,Q2,2024
13,spotify:track:35ttE4t8lQZA2vuCYDg4G7,Milo j,M.A.I,DALE PLAY Records,11,14,19,1622431,AR,Argentina,Q2,2024
14,spotify:track:5wcghdKONQcc5TKx9jCcns,"DJ Tao, Roze Oficial",ROZE | DJ TAO Turreo Sessions #22,WM Chile,5,9,19,1599755,AR,Argentina,Q2,2024
15,spotify:track:6Es8Sk3xe1HiJ2MXCfHHwR,"Emilia, TINI",La_Original.mp3,Sony Music Latin,1,16,23,1576513,AR,Argentina,Q2,2024
16,spotify:track:5f4mOETLngamMDTJnbF9s7,Emilia,Exclusive.mp3,Sony Music Latin,3,19,23,1470450,AR,Argentina,Q2,2024
17,spotify:track:4GLmfc26LRlW5otKs6TewR,"Luck Ra, Ulises Bueno",QUE SED,Sony Music Entertainment Chile S.A,12,12,3,1455004,AR,Argentina,Q2,2024
18,spotify:track:2xbH0CuDbid800YW5nMPzR,"Emanero, Karina, j mena, Angela Torres",SINVERGÜENZA - con Angela Torres,Fifty One,14,17,18,1397885,AR,Argentina,Q2,2024
19,spotify:track:7HrgGbnNKZKhBL70aFKpXk,"Marka Akme, DJ Tao, Lauty Gram, Migrantes, Peipper",Linda - Remix,NES Play,3,20,28,1365921,AR,Argentina,Q2,2024
20,spotify:track:6vRQqxOhUFd78p5tL8jXr7,"Luck Ra, BM",La Morocha,Sony Music Entertainment Chile S.A,1,15,40,1346368,AR,Argentina,Q2,2024
21,spotify:track:7In4Lnz4mpkFkG5zOAzLuE,"LIT killah, Milo j, RONNY J",Carta de Despedida,Mawz Records,21,46,2,1342169,AR,Argentina,Q2,2024
22,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,Maria Becerra,CORAZÓN VACÍO,WEA Latina,1,36,42,1303725,AR,Argentina,Q2,2024
23,spotify:track:08809bzGs69SfjOFdeyssu,"Omar Varela, El negro tecla",EL NEGRO TECLA | Omar Algo Anda Mal #9,WM Argentina,18,18,15,1297976,AR,Argentina,Q2,2024
24,spotify:track:1tMG67mMQCsculYUqJR5RC,"ORO600, Pablo Chill-E, 0-600, Orodembow",Nena Sad,I NEED SPONSORS,18,22,10,1262162,AR,Argentina,Q2,2024
25,spotify:track:6EWPFLaVPVmuhmA7J3ASP8,"Maria Becerra, Ivy Queen",PRIMER AVISO,WEA Latina,19,31,6,1252911,AR,Argentina,Q2,2024
26,spotify:track:2eV3pmYGM1bm1vWHc0t8WF,"DobleP, Salastkbron, Gusty dj",UH LA LA LA,DALE PLAY Records / Wesaisons Records,26,47,3,1228415,AR,Argentina,Q2,2024
27,spotify:track:6PMapQ7YSxkhAgNOvvoiWs,"Sayian Jimmy, Nysix Music, CamiMusic",Bad Boy,sayian jimmy / nysix music,9,34,25,1216744,AR,Argentina,Q2,2024
28,spotify:track:7irTyPzSyqSbeUXbYsTR5j,"The Academy: Segunda Misión, Dalex, Lenny Tavárez, Sech, Justin Quiles, Dímelo Flow, Maria Becerra",LATTE (feat. Maria Becerra),WEA Latina,28,55,2,1208872,AR,Argentina,Q2,2024
29,spotify:track:10zSgbysU2KyVTrcRmtu62,Airbag,Por Mil Noches,DALE PLAY Records / Airbag,29,32,221,1167498,AR,Argentina,Q2,2024
30,spotify:track:4jn3R3KF5hx2fCiXlj89yE,"YSY A, Bhavi, Milo j",FLECHAZO EN EL CENTRO,Ysy A,12,21,31,1161709,AR,Argentina,Q2,2024
31,spotify:track:2DbV9TSdeGr5FobCFDRzvq,"Bizarrap, Natanael Cano","Natanael Cano: Bzrp Music Sessions, Vol. 59/66",DALE PLAY Records,31,-1,1,1160562,AR,Argentina,Q2,2024
32,spotify:track:6gV8ALkSHfJi7Bprabr1FC,"Roze Oficial, Peipper",Inocente,Sony Music Uruguay,5,23,18,1148636,AR,Argentina,Q2,2024
33,spotify:track:0kVpyCPMT52a05026zHGiq,"Fer Vazquez, Flor Alvarez",Sin Querer,Fermazel LLC,12,25,17,1138373,AR,Argentina,Q2,2024
34,spotify:track:28v5fIoIa2Y07nqAXgBcXC,Q' Lokura,Cuarteto Sessions #3,Q' Lokura,24,24,11,1117884,AR,Argentina,Q2,2024
35,spotify:track:2kvpHbQHp9QmcG9WhyLwco,Cris MJ,Daytona,Sonar LLC.,29,29,13,1104118,AR,Argentina,Q2,2024
36,spotify:track:4sl3IoHskl2Kbdy27gZ4yn,Mesita,Una Foto,Turbo Diesel Records,4,44,33,1086983,AR,Argentina,Q2,2024
37,spotify:track:6VciS3dRMpZhJiDxT8ArFi,"Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58/66",DALE PLAY Records,3,30,14,1081675,AR,Argentina,Q2,2024
38,spotify:track:1dtFrIzrr4DJZOHHESVwbt,"Gusty dj, Salastkbron, Callejero Fino, Alejo Isakk, R Jota, L-Gante, Lolo OG, DobleP, Lauty Gram",El Super Junte Rkt,GUSTY DJ,20,26,19,1054815,AR,Argentina,Q2,2024
39,spotify:track:4IJWhehNLXru5WfS71EWSx,"Cris MJ, Dei V",Diabólica,Sonar LLC.,39,48,4,1021051,AR,Argentina,Q2,2024
40,spotify:track:00THZGfbizNvMUkJsQs74K,"KHEA, Emilia",TU Y YO,Interscope Records,31,40,8,1008699,AR,Argentina,Q2,2024
41,spotify:track:04sktg3deiYUweHfbFUZTM,"Los Ángeles Azules, Maria Becerra",El Amor De Mi Vida,Seitrack,11,33,34,1001073,AR,Argentina,Q2,2024
42,spotify:track:7gmATHjiYdt4s9lNdji8nj,TINI,posta,5020 Records,42,-1,1,980137,AR,Argentina,Q2,2024
43,spotify:track:6Z28dALKtAgZ7AZRfjMQjY,"Big One, Ulises Bueno, Rusherking",Mentiras | CROSSOVER #3,Fifty One,5,37,38,979600,AR,Argentina,Q2,2024
44,spotify:track:0TUW9faHNaBmi89wsYGp9y,"Trueno, Nicki Nicole, Bizarrap, Taiu, tatool",Mamichula - con Nicki Nicole,NEUEN,1,38,128,963626,AR,Argentina,Q2,2024
45,spotify:track:6q6aChVJ5LLXFUSfakwpxW,"Maria Becerra, Chencho Corleone, Ovy On The Drums",Piscina,WEA Latina,21,27,22,963271,AR,Argentina,Q2,2024
46,spotify:track:6vsKOJPjdxlYgRs8McgtCQ,"TWENTY SIX, Tayson Kryss",Buscando Money,FFRR,3,35,12,958549,AR,Argentina,Q2,2024
47,spotify:track:3tiJUOfAEqIrLFRQgGgdoY,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,Fifty One,1,39,54,911450,AR,Argentina,Q2,2024
48,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Milo j, Taiu",Rara Vez,Universal Music Argentina S.A.,3,54,61,880626,AR,Argentina,Q2,2024
49,spotify:track:1gAPIjqunPXRA4y1kYZi0q,"Rusherking, Marama",Besos con Fernet,Rusherking,8,43,22,873874,AR,Argentina,Q2,2024
50,spotify:track:1905loqmX0pSFPMbA9rc1f,"Ponte Perro, Kaleb Di Masi",GAFITA Y CHOMBA,GOAT Records,50,65,6,839125,AR,Argentina,Q2,2024
1,spotify:track:1pymWRCuZfCd0zdiBJo0Hj,Trueno,REAL GANGSTA LOVE,Sony Music Latin,1,1,7,3550479,AR,Argentina,Q3,2024
2,spotify:track:0SoBfYjQHvL6cuWHtPUYnq,"Valentino Merlo, The La Planta",Hoy,TLP Records,2,3,7,3109351,AR,Argentina,Q3,2024
3,spotify:track:4dLLdfiniBhDP9dlJQIOi4,"Los Ángeles Azules, Emilia",Perdonarte ¿Para Qué?,Seitrack,1,2,7,3040123,AR,Argentina,Q3,2024
4,spotify:track:5OwAhFlvFZ4ZdGDfroYgAm,"Big One, Maria Becerra, Trueno",Cuando Te Vi | CROSSOVER #5,Fifty One,4,4,2,2905760,AR,Argentina,Q3,2024
5,spotify:track:3cWo162YkfLIFyB3DWbVoH,"Q' Lokura, Valentino Merlo",Tu Foto - En Vivo,Q' Lokura,1,6,8,2098995,AR,Argentina,Q3,2024
6,spotify:track:2RmtEc2ZNDCzAU3vH0AbKx,Nicki Nicole,Ojos Verdes,Sony Music Latin/DALE PLAY Records,4,5,11,2058616,AR,Argentina,Q3,2024
7,spotify:track:0EOynYGvn9TbAyKPyMAStL,La Joaqui,SAN TURRONA,LA JOAQUI / DALE PLAY Records,7,12,6,2019087,AR,Argentina,Q3,2024
8,spotify:track:3sra6aEWWDXUiy46fWQobH,Maria Becerra,IMAN (Two Of Us),WEA Latina,3,7,8,1993793,AR,Argentina,Q3,2024
9,spotify:track:0Cs2ANiGsCOQLKnCrNJ6hA,Emilia,La_Playlist.mpeg,Sony Music Latin,9,11,3,1857665,AR,Argentina,Q3,2024
10,spotify:track:4yyCGGdTVaYG17vhsrUPoL,"FloyyMenor, Lewis Somes",APAGA EL CEL,FloyyMenor under exclusive license to UnitedMasters LLC,10,17,8,1794394,AR,Argentina,Q3,2024
11,spotify:track:6kPCcIAGoTeRrh8qrmKa90,"Tiago PZK, Ke Personajes",Piel,WEA Latina,2,10,23,1788414,AR,Argentina,Q3,2024
12,spotify:track:5rQSQlZXXjMcevPGoAfE1z,"Salastkbron, Diel Paris",Un Besito Más,WEA Latina,2,8,17,1728670,AR,Argentina,Q3,2024
13,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,5,9,31,1609819,AR,Argentina,Q3,2024
14,spotify:track:6a9Z1jUms915w4O7N1PxjY,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,Sony Music Latin,3,14,12,1532524,AR,Argentina,Q3,2024
15,spotify:track:7D7CiwAGCkGi9sQYyCLhxh,The La Planta,HOY,TLP Records,2,13,8,1514932,AR,Argentina,Q3,2024
16,spotify:track:0mJRX0WnqWlu8Boe7gpQ1P,"Salastkbron, Omar Varela",Tal Para Cual,WEA Latina,4,23,26,1478948,AR,Argentina,Q3,2024
17,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,17,20,3,1475216,AR,Argentina,Q3,2024
18,spotify:track:4kGGnJmqYqn6RQ9LMfvPcv,"elaggume, Fauna Music, Coco Palmer",TATTOO,Fauna Music,16,19,9,1398411,AR,Argentina,Q3,2024
19,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris MJ",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,1,15,23,1384281,AR,Argentina,Q3,2024
20,spotify:track:3GD6eImRvT0zgr8cQnokUq,"Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",GMR,1,16,13,1351679,AR,Argentina,Q3,2024
21,spotify:track:2N0hVk2Ant8751xPZUjCV2,"ECKO, Los Turros, DobleP, Cristian Di Marco",Loquita - Remix,WM Chile,21,30,7,1344893,AR,Argentina,Q3,2024
22,spotify:track:1TyBUtMxdmRfXhW3MmbxtQ,"Luck Ra, Abel Pintos",QUE ME FALTE TODO,Sony Music Entertainment Chile S.A,3,21,37,1266615,AR,Argentina,Q3,2024
23,spotify:track:42mrOMjkQb7jRKatu0bqg4,"Q' Lokura, Luck Ra",Mil Preguntas,Q' Lokura,15,27,13,1260289,AR,Argentina,Q3,2024
24,spotify:track:7ytAHohytO1TxO9yF5vn7d,"elaggume, ECKO, Omar Varela, Fauna Music",SOLTERO,Fauna Music,24,25,6,1250945,AR,Argentina,Q3,2024
25,spotify:track:5wcghdKONQcc5TKx9jCcns,"DJ Tao, Roze Oficial",ROZE | DJ TAO Turreo Sessions #22,WM Chile,5,22,32,1227037,AR,Argentina,Q3,2024
26,spotify:track:4YntVuBqggRsASIbBoWT3F,"The La Planta, Luana",Mil Preguntas,TLP Records,10,29,18,1139726,AR,Argentina,Q3,2024
27,spotify:track:2FqTbwiogEVvZnkarPf5BV,"Luck Ra, Maluma, KHEA",HOLA PERDIDA REMIX,Sony Music Entertainment Chile S.A,3,18,6,1113301,AR,Argentina,Q3,2024
28,spotify:track:5Uptvz6j1sjDKxidAcnH2L,Cris MJ,SI NO ES CONTIGO,Sonar LLC.,14,24,7,1102631,AR,Argentina,Q3,2024
29,spotify:track:4DDmzgsqbZ2qwKbOnV9Bzp,Thomy DJ,Tumba,Thomy DJ,11,28,10,1072924,AR,Argentina,Q3,2024
30,spotify:track:6IRRoV7AbjHT8JWP4uFrD5,"El Turko, Mandale Flow",30 Grados,FLOW BR,2,34,22,1040220,AR,Argentina,Q3,2024
31,spotify:track:2xbH0CuDbid800YW5nMPzR,"Emanero, Karina, j mena, Angela Torres",SINVERGÜENZA - con Angela Torres,Fifty One,14,31,31,1038268,AR,Argentina,Q3,2024
32,spotify:track:7JKptWv4YXmievid0HajID,"Luck Ra, KHEA",HOLA PERDIDA,Sony Music Entertainment Chile S.A,1,38,27,1036634,AR,Argentina,Q3,2024
33,spotify:track:5vHWh24GAsXJ7tnIu8v7UN,Airbag,Por Mil Noches,DALE PLAY Records / Airbag,27,32,234,1031775,AR,Argentina,Q3,2024
34,spotify:track:5ha7HmgsLaYNwCIA1TClnO,"Mesita, Duki",CEO,TD Records,26,26,3,1015053,AR,Argentina,Q3,2024
35,spotify:track:7s4emXHJwAuo5VvGBXmnBL,"Young Miko, Feid",offline,Wave Music Group,17,35,14,944059,AR,Argentina,Q3,2024
36,spotify:track:6Es8Sk3xe1HiJ2MXCfHHwR,"Emilia, TINI",La_Original.mp3,Sony Music Latin,1,40,36,922332,AR,Argentina,Q3,2024
37,spotify:track:43PiEypaceH339CSNiggyj,"iZaak, JHAYCO, Anuel AA",BBY BOO - REMIX,WEA Latina,15,39,15,899452,AR,Argentina,Q3,2024
38,spotify:track:1kqH58eGh2ZTOHwqBIB2tM,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),Mesita,1,37,27,886128,AR,Argentina,Q3,2024
39,spotify:track:35ttE4t8lQZA2vuCYDg4G7,Milo j,M.A.I,DALE PLAY Records,11,42,32,882164,AR,Argentina,Q3,2024
40,spotify:track:4YnmQG1fnJR9LnTZtix70T,"J Abdiel, De La Rose, Yan Block, iZaak, Jay Wheeler",WYA REMIX RED,SONAR LLC.,40,48,4,865631,AR,Argentina,Q3,2024
41,spotify:track:2eV3pmYGM1bm1vWHc0t8WF,"DobleP, Salastkbron, Gusty dj",UH LA LA LA,DALE PLAY Records / Wesaisons Records,9,41,16,860017,AR,Argentina,Q3,2024
42,spotify:track:6vRQqxOhUFd78p5tL8jXr7,"Luck Ra, BM",La Morocha,Sony Music Entertainment Chile S.A,1,43,53,849311,AR,Argentina,Q3,2024
43,spotify:track:63pLfjK6FvcYJYMGwtHjd6,Feid,SORRY 4 THAT MUCH,FEID,36,36,5,832957,AR,Argentina,Q3,2024
44,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,44,109,813007,AR,Argentina,Q3,2024
45,spotify:track:1NVBLZ63QLBjBoh5Tf0pKj,"Eze Remix, Matt Sebastian",Cierre Rkt,Eze Remix,26,47,11,782715,AR,Argentina,Q3,2024
46,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,Pina Records,46,50,87,762968,AR,Argentina,Q3,2024
47,spotify:track:5eAYNG0ul2CutxVSzY61lz,"Tiago PZK, Manuel Turizo",De Vuelta,WEA Latina,47,-1,1,757159,AR,Argentina,Q3,2024
48,spotify:track:4sl3IoHskl2Kbdy27gZ4yn,Mesita,Una Foto,Turbo Diesel Records,4,46,46,753597,AR,Argentina,Q3,2024
49,spotify:track:3tiJUOfAEqIrLFRQgGgdoY,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,Fifty One,1,45,67,717969,AR,Argentina,Q3,2024
50,spotify:track:6MuJUSYCqA4FpMogUHzb2R,No Te Va Gustar,Ese Maldito Momento,Elefante Blanco,40,52,138,716041,AR,Argentina,Q3,2024
1,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,1,4,16,2848487,AR,Argentina,Q4,2024
2,spotify:track:0EVxchTHYIgx618OrpcrdQ,Maria Becerra,AGORA,WEA Latina,2,3,4,2802638,AR,Argentina,Q4,2024
3,spotify:track:0c82YIGpQ5dCaXpTNCk4sb,"Tiago PZK, Anitta, Emilia",Alegría,WEA Latina,1,1,9,2587119,AR,Argentina,Q4,2024
