rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year
24,spotify:track:1MErjQ93iYHCjayOT1hl9N,"Luck Ra, Elvis Crespo",SUAVEMENTE,Sony Music Latin,20,20,3,1190913,AR,Argentina,Q1,2025
25,spotify:track:0Sr7ssScx54yxdM2ols7nW,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Mr.305 Records / Rimas Entertainment LLC.,1,23,15,1168676,AR,Argentina,Q1,2025
26,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,"Duki, Myke Towers",Nueva Era,DALE PLAY Records / SSJ Records,1,33,10,1167331,AR,Argentina,Q1,2025
27,spotify:track:2otAnGaeFFFeIDV8nbu5uA,TINI,el cielo,5020 Records,8,22,5,1159769,AR,Argentina,Q1,2025
28,spotify:track:2N0hVk2Ant8751xPZUjCV2,"ECKO, Los Turros, DobleP, Cristian Di Marco",Loquita - Remix,WM Chile,10,21,33,1090194,AR,Argentina,Q1,2025
29,spotify:track:5aZ8rf2aPfZrnRWLA7bByo,"Big One, Tiago PZK, La Joaqui",Pa´Que Te Acuerdes | CROSSOVER #8,Fifty One,12,30,14,1053543,AR,Argentina,Q1,2025
30,spotify:track:0iKo4pNNjHHdKUcFARlfCa,Bad Bunny,EL CLúB,Rimas Entertainment LLC.,30,146,5,1053302,AR,Argentina,Q1,2025
31,spotify:track:6ViJgiKfyqfs52x2pGhuPF,"Hernan y La Champion's Liga, Callejero Fino, BM",Despójate Vol.2,Impronta Music,16,28,14,1037551,AR,Argentina,Q1,2025
32,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,32,-1,1,1036721,AR,Argentina,Q1,2025
33,spotify:track:1yg1tWFaYajN4b7vsKtYRE,La T y La M,El Doctorado,GraceMusic,26,31,17,1017249,AR,Argentina,Q1,2025
34,spotify:track:1K11lq4qn0DdPfljQcHkNE,"Yami Safdie, Luck Ra, Q' Lokura",En Otra Vida - Versión Cuarteto,WM Chile,24,24,4,1011246,AR,Argentina,Q1,2025
35,spotify:track:3cWo162YkfLIFyB3DWbVoH,"Q' Lokura, Valentino Merlo",Tu Foto - En Vivo,Q' Lokura,1,27,34,1005634,AR,Argentina,Q1,2025
36,spotify:track:1db75lVrSgDFZI1gZh8JlV,"Paulo Londra, Luck Ra, Valentino Merlo",Princesa,Paulo Londra / DALE PLAY Records,9,26,17,1001821,AR,Argentina,Q1,2025
37,spotify:track:5DSMm0BZXlSvqArsTX00Ge,"Luck Ra, Nicki Nicole",DOCTOR,Sony Music Latin,2,32,19,994342,AR,Argentina,Q1,2025
38,spotify:track:3E8xyYdIPpiH2wNEozE68I,Standly,Pégate,Standly,17,41,53,991143,AR,Argentina,Q1,2025
39,spotify:track:0CgpCtEPvyDizcg2p47VrU,No Te Va Gustar,A las Nueve,Elefante Blanco,28,47,315,973313,AR,Argentina,Q1,2025
40,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,"Rauw Alejandro, Romeo Santos",Khé?,Sony Music Latin/Duars Entertainment,24,40,8,968370,AR,Argentina,Q1,2025
41,spotify:track:7JKptWv4YXmievid0HajID,"Luck Ra, KHEA",HOLA PERDIDA,Sony Music Entertainment Chile S.A,1,25,53,953671,AR,Argentina,Q1,2025
42,spotify:track:2RmtEc2ZNDCzAU3vH0AbKx,Nicki Nicole,Ojos Verdes,Sony Music Latin/DALE PLAY Records,4,39,37,938747,AR,Argentina,Q1,2025
43,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,43,-1,1,936885,AR,Argentina,Q1,2025
44,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,44,-1,1,934248,AR,Argentina,Q1,2025
45,spotify:track:2AFC9ad4nGauS1cgm7FCqU,"Luck Ra, Chayanne",UN SIGLO SIN TI,Sony Music Latin,4,36,24,889106,AR,Argentina,Q1,2025
46,spotify:track:1Q9Efnm5csdCMFynISxL2x,"Bad Bunny, RaiNao",PERFuMITO NUEVO,Rimas Entertainment LLC.,46,-1,1,847143,AR,Argentina,Q1,2025
47,spotify:track:6vRQqxOhUFd78p5tL8jXr7,"Luck Ra, BM",La Morocha,Sony Music Entertainment Chile S.A,1,34,79,840366,AR,Argentina,Q1,2025
48,spotify:track:5eqZZLLZ4CkuUznPCOimsi,"Lucky Brown, Mateo on the Beatz",Cosa Linda,Lucky Brown,48,55,7,837961,AR,Argentina,Q1,2025
49,spotify:track:5wcghdKONQcc5TKx9jCcns,"DJ Tao, Roze Oficial",ROZE | DJ TAO Turreo Sessions #22,WM Chile,5,38,53,836623,AR,Argentina,Q1,2025
50,spotify:track:4OWh4q7qfZpVFFXmmbnLbd,Valentino Merlo,Loco,Parulo Records,50,88,18,835197,AR,Argentina,Q1,2025
1,spotify:track:2efbgTtEGNpsUZaOfgRTR6,"Emilia, TINI, Nicki Nicole",blackout 🧊,Sony Music Latin,1,1,3,2910017,AR,Argentina,Q2,2025
2,spotify:track:6iOndD4OFo7GkaDypWQIou,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,WEA Latina,2,5,6,2436764,AR,Argentina,Q2,2025
3,spotify:track:4DnrAI8WyUY6gkOwl8GlPN,"Alleh, Yorghaki",capaz (merengueton),CONMUER LLC,3,3,13,2088489,AR,Argentina,Q2,2025
4,spotify:track:3UEIObvIQMJzF09RWRcqcP,"Emilia, Luísa Sonza",bunda 🍑,Sony Music Latin,1,2,7,1984836,AR,Argentina,Q2,2025
5,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,4,14,1808459,AR,Argentina,Q2,2025
6,spotify:track:5MKbWaXeSQSmzmo7gPQha1,"La T y La M, Malandro",Amor de Vago,GraceMusic,1,6,31,1711294,AR,Argentina,Q2,2025
7,spotify:track:38EGs4h8GqgrS1HT344SCQ,Cazzu,Con otra,DALE PLAY Records / RIMAS Entertainment LLC,6,7,3,1682218,AR,Argentina,Q2,2025
8,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,6,9,14,1488759,AR,Argentina,Q2,2025
9,spotify:track:0STW8nw4lNN4TEQ8KmNer6,"Jombriel, Alex Krack, Jøtta",Parte & Choke,WEA Latina,3,8,20,1432084,AR,Argentina,Q2,2025
10,spotify:track:76lXtXJP6VqX6r9Ks3AUy0,"Peipper, DobleP, Locura Mix",Si Las Gatas Se Amotinan,SUPERNOVAS MUSIC,8,10,20,1244937,AR,Argentina,Q2,2025
11,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,5,13,14,1209765,AR,Argentina,Q2,2025
12,spotify:track:7yif9yIhSCxhcPExFOktCp,"Gordo, Emilia",Olvidarte (feat. Emilia),"Ultra Records, LLC",2,12,17,1197891,AR,Argentina,Q2,2025
13,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,11,14,1195124,AR,Argentina,Q2,2025
14,spotify:track:0DMJz677XfXiiruhIELu2e,"Jombriel, DFZM, Jøtta",VITAMINA,WEA Latina,14,51,5,1076222,AR,Argentina,Q2,2025
15,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,1,17,42,925773,AR,Argentina,Q2,2025
16,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,15,16,14,917405,AR,Argentina,Q2,2025
17,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,8,14,14,907518,AR,Argentina,Q2,2025
18,spotify:track:2oZqk6nAy2CSAcmINCMi2N,Lauty Gram,QUE CABRONA,Sony Music Uruguay,18,52,5,888863,AR,Argentina,Q2,2025
19,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,"Duki, Myke Towers",Nueva Era,DALE PLAY Records / SSJ Records,1,19,23,876560,AR,Argentina,Q2,2025
20,spotify:track:0Sr7ssScx54yxdM2ols7nW,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Mr.305 Records / Rimas Entertainment LLC.,1,24,28,855150,AR,Argentina,Q2,2025
21,spotify:track:5AGnkbWCiF9u4ra54N9X1a,"Bizarrap, Luck Ra","Luck Ra: Bzrp Music Sessions, Vol. 61/66",DALE PLAY Records,3,15,15,843529,AR,Argentina,Q2,2025
22,spotify:track:6hLsMjw00j3HGrkUjKwmgo,"King Savagge, Jairo Vera, Bayron Fire",A200,King savagge,13,20,20,834358,AR,Argentina,Q2,2025
23,spotify:track:7ricDBUakN3N0YkkKE8Obu,"Beéle, Ovy On The Drums",mi refe,5020 Records,23,27,14,819957,AR,Argentina,Q2,2025
24,spotify:track:61qPUnazSdkvua4wgA4L8C,Babasonicos,Como Eran Las Cosas,Universal Music Argentina S.A.,24,28,108,819662,AR,Argentina,Q2,2025
25,spotify:track:5WEF0icHWmAZBBMglBd599,"Bad Bunny, Chuwi",WELTiTA,Rimas Entertainment LLC.,7,21,14,785208,AR,Argentina,Q2,2025
26,spotify:track:4MUrUT38U98olfnyzMBCzm,Bad Bunny,KLOuFRENS,Rimas Entertainment LLC.,14,26,14,763497,AR,Argentina,Q2,2025
27,spotify:track:0CgpCtEPvyDizcg2p47VrU,No Te Va Gustar,A las Nueve,Elefante Blanco,27,30,328,756181,AR,Argentina,Q2,2025
28,spotify:track:5vHWh24GAsXJ7tnIu8v7UN,Airbag,Por Mil Noches,DALE PLAY Records / Airbag,25,25,273,751379,AR,Argentina,Q2,2025
29,spotify:track:5DdLSEyKh8zgCrJq2hFj92,"Yan Block, TORRRES",Yo sé,SONAR LLC.,29,43,14,743839,AR,Argentina,Q2,2025
30,spotify:track:0c82YIGpQ5dCaXpTNCk4sb,"Tiago PZK, Anitta, Emilia",Alegría,WEA Latina,1,18,35,733792,AR,Argentina,Q2,2025
31,spotify:track:44m9PAUZYeOEGeaTYh6NAl,"No Te Va Gustar, Juan Casanova",Tan Lejos,Elefante Blanco,31,42,141,731298,AR,Argentina,Q2,2025
32,spotify:track:4dLLdfiniBhDP9dlJQIOi4,"Los Ángeles Azules, Emilia",Perdonarte ¿Para Qué?,Seitrack,1,23,46,725248,AR,Argentina,Q2,2025
33,spotify:track:6MuJUSYCqA4FpMogUHzb2R,No Te Va Gustar,Ese Maldito Momento,Elefante Blanco,28,39,177,713951,AR,Argentina,Q2,2025
34,spotify:track:4zbEItKoaRId1vRZkoO0Uh,"Danny Ocean, Kapo",Imagínate,Atlantic Records,32,33,14,700595,AR,Argentina,Q2,2025
35,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,14,36,21,676248,AR,Argentina,Q2,2025
36,spotify:track:5rQSQlZXXjMcevPGoAfE1z,"Salastkbron, Diel Paris",Un Besito Más,WEA Latina,2,37,56,674108,AR,Argentina,Q2,2025
37,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,37,45,39,666167,AR,Argentina,Q2,2025
38,spotify:track:4eqXTlaHeK6xkM1fRx9wR5,"Pinky SD, Un Poco de Ruido, Uriel Lozano",Conmigo Te Gustó,Pinky SD,13,32,34,665129,AR,Argentina,Q2,2025
39,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,"Rauw Alejandro, Romeo Santos",Khé?,Sony Music Latin/Duars Entertainment,19,38,21,664487,AR,Argentina,Q2,2025
40,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,20,34,34,661248,AR,Argentina,Q2,2025
41,spotify:track:4xXvGEiTkoaIkOMWa4u3Mn,"Renzo ED, elaggume",COLOCARTELO,WM Chile,5,29,22,658015,AR,Argentina,Q2,2025
42,spotify:track:7eNwwoxDR8KVzNAuGvliAO,"Omar Courtz, De La Rose, Haze",Kyoto,House of Haze,33,46,37,639224,AR,Argentina,Q2,2025
43,spotify:track:2RAKwOzLiXA8AgA1pFIuFe,"CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso",#TETAS,5020 Records,35,35,6,631867,AR,Argentina,Q2,2025
44,spotify:track:4jn3R3KF5hx2fCiXlj89yE,"YSY A, Bhavi, Milo j",FLECHAZO EN EL CENTRO,Ysy A,12,44,83,624782,AR,Argentina,Q2,2025
45,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,5,60,70,589346,AR,Argentina,Q2,2025
46,spotify:track:1K11lq4qn0DdPfljQcHkNE,"Yami Safdie, Luck Ra, Q' Lokura",En Otra Vida - Versión Cuarteto,WM Chile,21,31,17,578080,AR,Argentina,Q2,2025
47,spotify:track:31we7ZzWdSBEOKs5Ln6QVF,"De La Rose, Omar Courtz",NUBES,WEA Latina,47,-1,1,574572,AR,Argentina,Q2,2025
48,spotify:track:5AkLEnorFvb7WIJOGqKYVT,"Big One, Emanero, Valentino Merlo",Si Un Día Estás Sola | CROSSOVER #7,Fifty One,4,54,31,571816,AR,Argentina,Q2,2025
49,spotify:track:1yg1tWFaYajN4b7vsKtYRE,La T y La M,El Doctorado,GraceMusic,26,49,30,568697,AR,Argentina,Q2,2025
50,spotify:track:6tt6JnKerLnOL0oez9QPqS,Milo j,OLIMPO,DALE PLAY Records,34,50,8,560814,AR,Argentina,Q2,2025
1,spotify:track:6X8DTIJEgHUjZynuds0E2f,"Roze Oficial, Max Carra, Valen, RAMKY EN LOS CONTROLES",Tu jardín con enanitos,Sony Music Uruguay,1,2,7,2349207,AR,Argentina,Q3,2025
2,spotify:track:6iOndD4OFo7GkaDypWQIou,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,WEA Latina,1,1,19,2310402,AR,Argentina,Q3,2025
3,spotify:track:2iDDnYmaz1HhedjI91fbmp,"DENNIS, Luísa Sonza, Emilia",MOTINHA 2.0 (Mete Marcha) - Remix,Sony Music Entertainment Brasil / 5020 Records,3,4,11,1584359,AR,Argentina,Q3,2025
4,spotify:track:5lCk0ZeN8h76QxNqHEGMZJ,Cris MJ,Vamo a Bailotear,Sonar LLC.,4,49,2,1558857,AR,Argentina,Q3,2025
5,spotify:track:6WJ2QzbVnjmPGKpmb6tmmO,La T y La M,amor de veraNO,Sony Music Uruguay,5,6,8,1409126,AR,Argentina,Q3,2025
6,spotify:track:4DnrAI8WyUY6gkOwl8GlPN,"Alleh, Yorghaki",capaz (merengueton),CONMUER LLC,3,5,26,1393685,AR,Argentina,Q3,2025
7,spotify:track:2XbsqBrOdYjm0OLBEepID7,"TINI, Beéle",Universidad,5020 Records,3,3,3,1388618,AR,Argentina,Q3,2025
8,spotify:track:0vcuJjViqrFCCWUrjrZW1X,"Maria Becerra, Paulo Londra, XROSS",RAMEN PARA DOS,WEA Latina,1,7,9,1315809,AR,Argentina,Q3,2025
9,spotify:track:3jAshemiRYWukWLtT3Ivrb,"Myke Towers, Quevedo",SOLEAO,WEA Latina,9,15,6,1300404,AR,Argentina,Q3,2025
10,spotify:track:7koAf6aZgjO6TS7bipfPD0,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,WEA Latina,9,9,4,1271726,AR,Argentina,Q3,2025
11,spotify:track:0DMJz677XfXiiruhIELu2e,"Jombriel, DFZM, Jøtta",VITAMINA,WEA Latina,4,8,18,1145109,AR,Argentina,Q3,2025
12,spotify:track:6wDig9zSE2qpDbw1W3qqIX,"FMK, Emilia, Nicki Nicole, Tiago PZK",MASNA REMIX,Sony Music Entertainment Chile S.A,12,12,5,1105273,AR,Argentina,Q3,2025
13,spotify:track:5MKbWaXeSQSmzmo7gPQha1,"La T y La M, Malandro",Amor de Vago,GraceMusic,1,10,44,1104316,AR,Argentina,Q3,2025
14,spotify:track:3UEIObvIQMJzF09RWRcqcP,"Emilia, Luísa Sonza",bunda 🍑,Sony Music Latin,1,18,20,1047431,AR,Argentina,Q3,2025
15,spotify:track:7dCGkDZgWIDSZyxInMkdIv,Mattei,Pa las girlas,WEA Latina,3,13,13,1046384,AR,Argentina,Q3,2025
16,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,6,11,27,1020081,AR,Argentina,Q3,2025
17,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,17,27,1005085,AR,Argentina,Q3,2025
18,spotify:track:2efbgTtEGNpsUZaOfgRTR6,"Emilia, TINI, Nicki Nicole",blackout 🧊,Sony Music Latin,1,16,16,993331,AR,Argentina,Q3,2025
19,spotify:track:5DdLSEyKh8zgCrJq2hFj92,"Yan Block, TORRRES",Yo sé,SONAR LLC.,11,14,27,962899,AR,Argentina,Q3,2025
20,spotify:track:2F6PBqz7aPA7K309aFKMHt,Cazzu,Con Otra,DALE PLAY Records / RIMAS Entertainment LLC,6,20,16,913599,AR,Argentina,Q3,2025
21,spotify:track:67vjKw6LVD5wewFuoC1215,"Emilia, Six Sex",pasarella 👠,Sony Music Latin,21,-1,1,902607,AR,Argentina,Q3,2025
22,spotify:track:61qPUnazSdkvua4wgA4L8C,Babasonicos,Como Eran Las Cosas,Universal Music Argentina S.A.,19,19,121,884497,AR,Argentina,Q3,2025
23,spotify:track:1HEwEN64NjgTaHmo7LfkX8,Beéle,no tiene sentido,5020 Records,19,22,7,850787,AR,Argentina,Q3,2025
24,spotify:track:5vHWh24GAsXJ7tnIu8v7UN,Airbag,Por Mil Noches,DALE PLAY Records / Airbag,18,23,286,810408,AR,Argentina,Q3,2025
25,spotify:track:3xdbqyli0ZUKupnyKQfGJp,Salastkbron,Tengo Una Cadena,WM Chile,9,30,10,789056,AR,Argentina,Q3,2025
26,spotify:track:5aeIGMzSTG6hQogkrF4WPU,Duki,Golfista,DALE PLAY Records / SSJ Records,12,44,6,787506,AR,Argentina,Q3,2025
27,spotify:track:4zhk2RS2EZODmBW6il55Qj,"Beéle, Ovy On The Drums",mi refe,5020 Records,20,25,27,773773,AR,Argentina,Q3,2025
28,spotify:track:2ANtIUI9cipWNI685VdlZb,Pablo Chill-E,Resentia,G STARR ENT,11,24,25,768068,AR,Argentina,Q3,2025
29,spotify:track:44m9PAUZYeOEGeaTYh6NAl,"No Te Va Gustar, Juan Casanova",Tan Lejos,Elefante Blanco,28,28,154,760523,AR,Argentina,Q3,2025
30,spotify:track:4KRlNVLHn2ZgGvpjnga31N,"Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD",Si No Es Muy Tarde - Versión Cumbia,Universal Music Argentina S.A.,14,32,13,757232,AR,Argentina,Q3,2025
31,spotify:track:1o4xkdBe0RjSf2u6VXi4OI,"Yan Block, Panda Black",444,SONAR LLC.,25,31,22,753486,AR,Argentina,Q3,2025
32,spotify:track:0AXKoQuC2NQ8S2QRF0Gu02,Plan B,Fronteo,Pina Records,32,52,4,745004,AR,Argentina,Q3,2025
33,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,5,26,27,743700,AR,Argentina,Q3,2025
34,spotify:track:0XWqcDAa5ZCmyBOYukrRoQ,"Yami Safdie, Emilia",+ Te Vale,WEA Latina,21,21,3,737602,AR,Argentina,Q3,2025
35,spotify:track:1KfiYYMCZkP7no8DdkXFDl,"Tobal Mj, Lucky Brown, Nacho G Flow",Tiene,Stars Music Chile 2024,22,29,13,737567,AR,Argentina,Q3,2025
36,spotify:track:0CgpCtEPvyDizcg2p47VrU,No Te Va Gustar,A las Nueve,Elefante Blanco,27,33,341,727293,AR,Argentina,Q3,2025
37,spotify:track:27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,BIGHIT MUSIC,17,27,8,725567,AR,Argentina,Q3,2025
38,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Rimas Entertainment LLC,34,34,76,710139,AR,Argentina,Q3,2025
39,spotify:track:5IgmWwbNUeZzvYrODLletR,Max Carra,UWAIE - versión cumbia,Max Carra,39,41,23,707182,AR,Argentina,Q3,2025
40,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,86,174,670751,AR,Argentina,Q3,2025
41,spotify:track:6MuJUSYCqA4FpMogUHzb2R,No Te Va Gustar,Ese Maldito Momento,Elefante Blanco,28,35,190,656445,AR,Argentina,Q3,2025
42,spotify:track:6il9B9hrZPNpXei57XM1Sv,"Max Carra, Lira",VIAJEMOS EN EL TIEMPO #1 | Quien Te Quiere Como Yo,Espantapájaros Music,42,56,3,626264,AR,Argentina,Q3,2025
43,spotify:track:0rKqFkLnkcZByHMjN60KAn,"Zion, Jory Boy, Ken-Y",More,Pina Records,40,40,8,621635,AR,Argentina,Q3,2025
44,spotify:track:5FLzweTtgQurkLPs0E7uEO,"Danny Ocean, Sech",Priti,Atlantic Records,24,38,10,612764,AR,Argentina,Q3,2025
45,spotify:track:3X8jKI7kHrbhqgLboG14tw,"Eugenia Quevedo, Angela Leiva, La banda de Carlitos",No Podrás - En Vivo,Eugenia Quevedo,45,61,19,597138,AR,Argentina,Q3,2025
46,spotify:track:71N3UjxfXEWljGkjBDcnNY,"Luck Ra, Tiago PZK",FUE CULPA TUYA,Sony Music Latin,12,39,13,592461,AR,Argentina,Q3,2025
47,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,42,27,581274,AR,Argentina,Q3,2025
48,spotify:track:3I4YGWwJoqBdBGVnkRjnVw,"Slayter, Yan Block, NTG",secuestro,SONAR LLC.,36,36,10,559728,AR,Argentina,Q3,2025
49,spotify:track:2oZqk6nAy2CSAcmINCMi2N,Lauty Gram,QUE CABRONA,Sony Music Uruguay,11,46,18,536889,AR,Argentina,Q3,2025
50,spotify:track:4MUrUT38U98olfnyzMBCzm,Bad Bunny,KLOuFRENS,Rimas Entertainment LLC.,14,45,27,532519,AR,Argentina,Q3,2025
1,spotify:track:6X8DTIJEgHUjZynuds0E2f,"Roze Oficial, Max Carra, Valen, RAMKY EN LOS CONTROLES",Tu jardín con enanitos,Sony Music Uruguay,1,1,20,3050174,AR,Argentina,Q4,2025
2,spotify:track:1dosSsKwYF7hoQA2kuu6wI,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,-1,1,1993302,AR,Argentina,Q4,2025
3,spotify:track:4Kzi8hXKkT87SQoYClizh0,"Luck Ra, Miranda!",TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),Sony Music Latin,2,2,4,1915071,AR,Argentina,Q4,2025
4,spotify:track:47aX1tXPTBpAG8Y2iAYmiy,"Jere Klein, Katteyes, Mateo on the Beatz",TODO KE VER,2025 JERE KLEIN,3,3,8,1914869,AR,Argentina,Q4,2025
5,spotify:track:2mdrVnxEnPR6iFijakkxQS,"Young Cister, Kreamly",QLOO*,Sony Music Entertainment Chile S.A,2,4,15,1891410,AR,Argentina,Q4,2025
