artist_name,country
Ponte Perro,AR
Abhijeet,IN
Ahmad Amin,US
Yuuri,Japan
DAAZ,UNKNOWN
MacG,South Africa
Gaullin,LT
Rosalie.,US
Ronisia,FR
LANY,US
La Cotorrisa,UNKNOWN
Dagadana,PL
Lloyiso,UNKNOWN
Stefy De Cicco,UNKNOWN
GOKO!,UNKNOWN
Fat Les,GB
Pablo Alborán,ES
Chris Viz,GB
Jelly Babie,UNKNOWN
Jasleen Royal,GB
The Neighbourhood,GB
IceTee Beats,UNKNOWN
Sukriti Kakar,India
Feride Hilal Akın,TR
Peter Fox,AT
Chance the Rapper,US
Ezra Williams,US
Nagalli,BR
6PM RECORDS,UNKNOWN
Iskender Paydas,TR
CARA,CA
CatchUp,PL
ICON,US
Zkr,FR
Boontle RSA,UNKNOWN
Miss Li,SE
EJAE,UNKNOWN
Cryzin,UNKNOWN
Kaymor,UNKNOWN
Nandipha808,ZA
Mansur,SE
Morgan Wallen,US
CUTIE STREET,US
Crowded House,AU
Shay,BE
TitoM,FR
Mi Banda El Mexicano,MX
Makhanj,UNKNOWN
CoCo,JP
Travis Barker,United States
Nael,UNKNOWN
Riar Saab,UNKNOWN
PSY,KR
Avery Anna,US
Timon,GB
Flow La Movie,PR
MC Joãozinho VT,BR
Sebastian Lara,DE
Stefflon Don,GB
Murumba Pitch,UNKNOWN
Włodi,PL
Urbanski,UNKNOWN
Nemir,FR
Ana Laura Lopes,BR
DJ Lag,South Africa
Timar,UNKNOWN
Jazeek,DE
DJ LG PROD,CH
Vladimir Cauchemar,FR
LeeHi,UNKNOWN
Swedish House Mafia,SE
Riky Rick,US
Beathoven,AU
DJ Robin,GB
FRNKIE,NL
Sal Da Vinci,NO
Dalex,PR
OHP Sage,UNKNOWN
Hael Husaini,MY
Norlie & KKV,SE
Léo Souzza,FR
Zuna,Germany
Rohini,India
Park Hyo Shin,KR
EAZ,CH
Rahman Jago,IN
Ian Cordova,GB
King Khalil,US
Wincent Weiss,DE
Panic! At The Disco,US
KEZ,DE
SuperM,KR
BoiBizza,UNKNOWN
Peach Tree Rascals,US
Sofi Tukker,US
ilo 7araga,UNKNOWN
Alleh,UNKNOWN
Mc Piedro,BR
Tuszol,UNKNOWN
Duygu Edis,TR
Yamê,FR
Dark Polo Gang,IT
Kim Petras,US
DT.Bilardo,UNKNOWN
SUNMI,KR
Cruel Santino,Nigeria
Nasty C,FR
Mike WiLL Made-It,US
IvanBi,UNKNOWN
Sigrid,NO
PRO8L3M,PL
Mashudu,UNKNOWN
Orso,US
Kevin AMF,Mexico
Xduppy,UNKNOWN
Niklas Strömstedt,SE
Azu,JP
Sam Tompkins,US
Młody West,GB
Nuit Incolore,CH
Lagum,BR
TOMORROW X TOGETHER,KR
Say Yes!,GB
ROBI,BG
Alies,UNKNOWN
Al Records,US
Julian Perretta,GB
Angelina Mango,IT
Robin Schulz,DE
Rajat Nagpal,IN
MC Rick,US
Lucho SSJ,AR
Sebastian Esquivel,DE
Adam Port,Germany
Ahiyan,UNKNOWN
RAF Camora,AT
Xowla,UNKNOWN
Arctic Monkeys,GB
Michael Marcagi,US
ZECCA,UNKNOWN
Juliette,FR
Jona Mix,CN
Kavinsky,FR
The Weeknd,CA
Brandon Dhludhlu,UNKNOWN
Ivan Cornejo,UNKNOWN
Gradur,FR
Puri,UNKNOWN
DJ Dozabri,CH
Madhur Sharma,UNKNOWN
Chike,FI
Tears For Fears,GB
Ellen Krauss,SE
M.M.Manasi,UNKNOWN
Maquiny,UNKNOWN
Par-T-One,GB
Maro Music,GB
The Prince Karma,UNKNOWN
MC Torugo,UNKNOWN
Ketama126,Italy
Tom Morello,US
Ancestral Rituals,CA
Can Kazaz,TR
Keynote,UNKNOWN
Mr. Polska,NL
BSS,UNKNOWN
Loirin prod,UNKNOWN
Fezeka Dlamini,UNKNOWN
Will Smith,US
Ashin Chen,KR
Seekay,UNKNOWN
Reizon,UNKNOWN
Mini Majk,UNKNOWN
Djay W,US
Chuwi,UNKNOWN
Valen,ES
张妙格,CN
6ix9ine,US
EmjayKeyz,UNKNOWN
Mark Forster,DE
El Taiger,CU
KDDO,UNKNOWN
BK,GB
DJ Biel do Furduncinho,BR
Lagique,UNKNOWN
Sem0r,PL
Tananai,IT
maNga,TR
Christian Nodal,MX
SAIKO,CL
The Fusion Project,UNKNOWN
O.G.,DE
BACI,DE
ATB,DE
Nikhil D'Souza,IN
Felix Jaehn,DE
Panetoz,SE
Dj Lc,CH
Kacey Musgraves,US
Lil Nas X,US
Rhove,Italy
Serena Brancale,IT
HY,JP
Bayron Fire,US
MC Xenon,UNKNOWN
Humlan Djojj,UNKNOWN
Dr. Fuchs,US
M.I.A.,United Kingdom
SKUTE BOBO,CH
Eliza Rose,US
The Underdog Project,DE
Oscar D'León,VE
João Gustavo e Murilo,US
MC Rhamon,BR
Wande Coal,NG
C de Cama,FR
Vacra,FR
Ultra Beats,US
Dj Decks,PL
Hommie Dilliwala,UNKNOWN
Nono La Grinta,FR
Ricky Martin,PR
Matheus,BR
Bunny,JM
Gzuz,Germany
David Marley,ES
Venerus,IT
FRANCÈ ZITO,FR
Dj VN Maestro,UNKNOWN
Merveille,BE
Regina Song,BR
Enzo Cello,BR
Samet Kardeşler,IL
AJ Tracey,United Kingdom
Peg Parnevik,SE
Kidd Carder,GB
Rashmi Virag,IN
Hös Copperfield,FR
Jok'air,FR
Thoby Dladla,UNKNOWN
Quavo,US
Nkulee501,UNKNOWN
Sahir,UNKNOWN
Bolaget,UNKNOWN
Young Vene,CA
STAYC,KR
Tee Jay,US
RANI,NL
Aditya Sharma,UNKNOWN
Estani,AR
Yugendran Vasudeva Nair,US
Victor Mendivil,UNKNOWN
HIDE (GReeeeN),JP
DJ Snake,FR
Journey,US
Berq,DE
Lil Pump,US
MC Pê Original,BR
Panda,MX
K-Trap,GB
FANTØM,UNKNOWN
AVA,US
SRNO,GB
Britney Spears,US
twocolors,UNKNOWN
DJ Jeeh FDC,BR
Blaqbonez,NG
BLASÉ,KR
Nilo,IT
Bleu Soleil,FR
Jassi,GB
NAYEL,Pakistan
Quentin40,UNKNOWN
Takura,GB
Robert Wiewióra,DE
Bianca Ingrosso,Sweden
Dj GM,CH
DJ Glenner,CH
Nile Rodgers,US
Vald,FR
Ladé,GB
No Te Va Gustar,UY
Aka 7even,IT
Siddharth - Garima,IN
Cassper Nyovest,ZA
Cengiz Ateş,TR
Camilo,ES
Derya Bedavacı,Turkey
Przemek.pro,UNKNOWN
Manim Vaqueiro,BR
Mnqobi yazo,UNKNOWN
Thama Tee,UNKNOWN
Infinit,UNKNOWN
Diego & Victor Hugo,BR
Casper,DE
Yc,US
WOS,AR
La Dimensión Latina,VE
Robin Rouse,US
Greekazo,SE
Cherish,US
Mfundo Mthiyane,UNKNOWN
Evdeki Saat,TR
wacci,JP
Fireboy DML,Nigeria
姚晓棠,CN
southstar,DE
Santhosh Narayanan,IN
Stylo G,GB
Lil Baby,US
SAFE,UNKNOWN
Krishnakali Saha,UNKNOWN
Ranveer Singh,IN
Yanns,FR
Elvis Crespo,US
Nomfundo Moh,ZA
WenHard,UNKNOWN
Sick Luke,NL
Casar,UNKNOWN
Kronkel Dom,DE
Los Legendarios,PR
Laboratorium Pieśni,PL
Igo,LV
Murat Dalkılıç,TR
Trobi,NL
Ñengo Flow,PR
Tayna,XK
Segah,UNKNOWN
REAL K MFANAKOTA,GB
pluglip,BR
Yung Gravy,US
RoRo,JP
Tom Trigger,UNKNOWN
Spirit Of Praise,UNKNOWN
Alejandro Fernández,MX
Lucas Lucco,BR
Feid,CO
The Blessed Madonna,US
Nawazuddin Siddiqui,India
Bailey,US
King Savagge,US
IGNACY,PL
Airam Paez,AR
Aksan,Indonesia
iñigo quintero,ES
FILLY,UNKNOWN
Can7,UNKNOWN
Conan Gray,US
OIK,BR
Hanna Ferm,SE
Bandokay,GB
Murda,UNKNOWN
L.U.C.,DE
MISIA,JP
Wolfine,CO
Emelie Hollow,Norway
Tom Odell,GB
Faroon,DE
DJ Arana,CH
Ali & Shjr,UNKNOWN
Hannah Boleyn,GB
Mudd the student,KR
Repsaj,BR
Lunay,PR
Wac Toja,PL
Homer El Mero Mero,UNKNOWN
Tjuvjakt,SE
BoyWithUke,US
Naqua,UNKNOWN
Mc Lipi,BR
Dei V,US
Jeez Suave,UNKNOWN
MDU aka TRP,UNKNOWN
DJ Ike,US
STOR,SE
Tracy,US
Mufasa,UNKNOWN
Talia Mar,GB
Jace,US
Ashley O,US
DJ Seneath,ZA
MC Kevinho,BR
Alka Yagnik,IN
Xolani Guitar,UNKNOWN
Mithoon,IN
MACHETE,MX
Silambarasan TR,India
Białas,PL
chillwagon,PL
Awave,SE
Mark Khoza,GB
Jack Sani,UNKNOWN
Henrique & Juliano,BR
Summer Cem,TR
Dr. Yaro,US
emir taha,UNKNOWN
Chus Santana,US
Miguel,ES
Roxie,PL
Ryan Castro,US
Omkar Singh,IN
bambi,AR
Frank Ocean,US
takenoelz,UNKNOWN
Jonatan,PL
ReTo,PL
DIOR 大穎,JP
Di Propósito,BR
Vula,GB
Travie McCoy,US
Jory Boy,PR
Kelly Yu,US
Killemv,UNKNOWN
Ze2,UNKNOWN
Vitor Kley,BR
Juseph,ES
OG Keemo,DE
Lucho RK,ES
Estopa,ES
Simon Ljungman,DE
Dani M,DE
Lee Young Ji,CA
Angela Torres,JP
The Cranberries,IE
Sansar Salvo,TR
Walls,Spain
SG MusiQ,BY
Thukuthela,UNKNOWN
Diplo,US
Lefty Sm,US
OMI,JM
Naseeb,UNKNOWN
TORRRES,UNKNOWN
Iyanya,NG
Skandisoul,UNKNOWN
Mauvais djo,UNKNOWN
Favé,FR
FAULHABER,NL
Mellow & Sleazy,UNKNOWN
Mc Pepeu,BR
Tochi Raina,India
Merk & Kremont,UNKNOWN
rezspawn,UNKNOWN
SativaMusic,UNKNOWN
Maluma,CO
King Serenity,US
YOON MIRAE,KR
Pink Sweat$,US
Mabotho s,GB
Rosa Chemical,GB
Isabel Aaiún,ES
Veronica Maggio,SE
Y2K,US
Dolly Style,US
Alican Özbuğutu,TR
Emmy Meli,US
MC Maneirinho,BR
24K,KR
Kenan Doğulu,TR
NiziU,JP
Agatino Romero,DE
V,US
Aleshen,PL
Neeti Mohan,IN
One Acen,GB
Mzu M,DE
Zac Efron,US
Peipper,UNKNOWN
Stixx,UNKNOWN
j mena,GB
Gazapizm,TR
Paweł Domagała,PL
Thiago Jhonathan (TJ),BR
Luke Dean,US
Léo Foguete,FR
El Padrinito Toys,UNKNOWN
K.Keed,UNKNOWN
ChocQuibTown,CO
HONNE,GB
Oasis,GB
Kina,IT
Ujjwal Kashyap,UNKNOWN
Lebza TheVillain,UNKNOWN
Simmy,South Africa
Jordan Adetunji,United Kingdom
tuki.,JP
Mustafa Mert Koç,UNKNOWN
Idina Menzel,US
Mau y Ricky,VE
Reik,MX
Yseult,FR
Dj Plaga,CH
SW43 L33 D1DO,UNKNOWN
Dopamine,GB
Prashant Katheriya,UNKNOWN
Alex Luna,JP
Afriikan Papi,UNKNOWN
KSI,United Kingdom
Icy Subzero,IT
Demet Akalın,TR
Basshunter,SE
Andrea Zelletta,UNKNOWN
Ndotz,United Kingdom
Lujavo,UNKNOWN
Marco Antonio Solís,MX
Raghav,CA
Lune,DE
Dj Pikeno Mpc,UNKNOWN
ZEG P,US
DALÃMA,UNKNOWN
EARTHGANG,US
Summer Walker,US
Lithe,Australia
Lefty Gunplay,United States
Tony Dayimane,US
Naza,FR
Lauty Gram,UNKNOWN
Abhijay Sharma,IN
lordkez,UNKNOWN
Ben Fero,US
Ashish Bhatia,India
Bad Boy Chiller Crew,GB
Fousheé,United States
Leon Krześniak,US
Silla,DE
Chlöe,FR
Akshay Kumar,IN
Hande Yener,TR
Alan Arrieta,US
Adash,UNKNOWN
Franglish,FR
James Carter,DE
Tuğçe Kandemir,TR
A1 x J1,UNKNOWN
PARTYNEXTDOOR,CA
Kaptur,UNKNOWN
Lynda,CA
French Montana,US
Dom Dolla,AU
Ksub,UNKNOWN
Timal,France
Artysta,UNKNOWN
Zero Assoluto,IT
AK Rok,DE
Natalia Lafourcade,MX
Big Apple,US
Aime Simone,US
SARAH SEY,US
Ikka,IN
cakal,TR
Damso,BE
Kurdo,DE
Mc Rodrigo do CN,BR
Nacho G Flow,DE
prześwit,PL
Juice,JP
Lizzo,US
Tyrone Dee,US
Imagine Dragons,US
Sez on the Beat,UNKNOWN
Killer Kau,ZA
LIKA,AT
Flipp Dinero,US
Lomiiel,Dominican Republic
Idaly,NL
SpotemGottem,US
Amitabha Bhattacharya,FR
Sophie and the Giants,US
AHOF,KR
GOLF,UNKNOWN
Alec Benjamin,GB
Julia Wieniawa,Poland
Khalil Harrison,GB
GIMS,FR
Melek Mosso,TR
The Rubens,GB
Myztro,South Africa
Narco,ES
Amaza,UNKNOWN
KD DESIROCK,UNKNOWN
Luan Santana,US
BE:FIRST,US
Ovi,US
Marcianos Crew,AR
Mphow69,UNKNOWN
DJ Freetz,UNKNOWN
Oscu,AR
Nikhita Gandhi,IN
DJ Marcus Vinicius,BR
Tiakola,FR
Luísa Sonza,BR
Baltik Beatz,SE
Boza,PA
Luana,CH
Mc Yoshi,RU
Yohani,LK
Danilo e Davi,BR
Jyoti Nooran,IN
Trinix,FR
Ronghao Li,SE
WC no Beat,UNKNOWN
Sino Msolo,UNKNOWN
Peter Plate,AT
Lacrim,FR
Rim'K,FR
Zerrydl,Nigeria
TREASURE,KR
Kize,UNKNOWN
MOMO,JP
Sixpm,IT
Orelsan,FR
LOUKI,FR
Romy,Germany
DMN,UNKNOWN
Tadeo,UNKNOWN
Mellow,UNKNOWN
YSY A,AR
Epik High,KR
Dimartino,IT
Jan-Rapowanie,PL
Masse,SE
Adam,GB
Meira Omar,SE
Saixse,MY
Dawid Podsiadło,PL
YG,US
Ourealgoat,KR
Money Man,US
Zachi,UNKNOWN
AKDO,TR
Akhil,IN
Msongi,ZA
KERO,GB
Madumane,UNKNOWN
Lia Shine,JP
Issa sisdoh,NO
Gym Class Heroes,US
Janusz Walczuk,PL
Dinos,FR
Ornella Vanoni,IT
MC YOSHI,RU
Chella,UNKNOWN
Valentino Rose,US
Timaya,NG
MENZI MUSIC,GB
Pino D'Angiò,IT
Mc Th,BR
iZaak,PR
Aydın Kurtoğlu,Turkey
Squeezie,FR
Ugatsheni,UNKNOWN
SAINt JHN,GY
DJ Khaled,DZ
Mrs. GREEN APPLE,JP
NATTAN,UNKNOWN
El Dipy,Argentina
Ersay Üner,TR
Pusha T,US
CountryBeat,UNKNOWN
RIIZE,KR
Şebnem Ferah,TR
FUNDACJA 420,UNKNOWN
Kaśka Sochacka,PL
Cam'ron,US
"Héctor ""El Father""",PR
RØZ,RU
Shyam Bhateja,SI
Kanye West,GB
Side Baby,US
Kid Yugi,Italy
Gromee,PL
Vicco,ES
Sam Barber,US
Angela Leiva,UNKNOWN
Lil Mosey,US
Alan Gomez,US
Zoe Wees,DE
Mariana Treviño,Mexico
Myles Smith,US
TWICE,KR
Vito Salamanca,UNKNOWN
KAJ,FI
AliSoomroMusic,Pakistan
Mc Topre,BR
PLK,FR
Søte & Rare,US
MC GP,RU
Nahuel Pennisi,AR
Felo Le Tee,ZA
Zé Vaqueiro,BR
Hakim Lokman,DE
Disclosure,GB
MEDUZA,SE
Yash Thukral,UNKNOWN
Mc Tato,RU
Rammstein,DE
putri dahlia,JP
IRAH,DK
Tobias Rahim,DE
pH-1,KR
Niño de Elche,ES
Jossef,PR
João Bosco & Vinícius,BR
Filow,DE
Los Dos Carnales,MX
Mshinwemali,ZA
Kwam.E,DE
ADAAM,SE
Mida,IT
TAEYEON,KR
Bad Gyal,Spain
Rybeena,Nigeria
Dj Yamza,ZA
DJ Ws da Igrejinha,BR
Grey,JP
LANA,US
George Lesley,GB
Spartz,ZA
Tai Verdes,US
Georgia Ku,US
Tropa do Bruxo,BR
TONY2000,PL
Alesso,SE
Rels B,ES
YouNotUs,DE
Metallica,US
DJ L30,CH
Remp,MX
JONY,RU
Sıla Şahin,TR
Andres Castillo,ES
Engel Montaz,Dominican Republic
Becky G,US
Sai Abhyankkar,IN
DJ JHOW BEATS,BR
